idx	bytes	total	prose	tables	table_entries	table_arrays	jump_entries	jump_arrays	labels	slabels	olabels	gotos	addr_taken	engine	rungs	prefilter	dfa_table	ncaps	emit_s	err	pattern
1150	27585	48830	21245	4967	828	7	0	0	5	0	2	5	0	vm	0x1u	hybrid	premultiplied	2	0.015		([ab]{3,3}c)
1151	23817	42747	18930	0	0	0	0	0	23	0	2	24	3	vm	0x4u	none		3	0.009		(\2(a)|b)+
1152	22687	41687	19000	1531	256	1	1	1	8	1	3	9	1	vm	0x4u	hybrid	none	2	0.014		(\A)*
1153	24533	44256	19723	1613	256	1	4	2	14	2	3	15	1	vm	0x4u	hybrid	none	2	0.007		(\Aa)+
1154	27422	46852	19430	5217	826	10	0	0	5	0	2	5	0	vm	0x1u	hybrid	premultiplied	2	0.012		(\B\w+)
1155	26862	47099	20237	4021	636	9	0	0	7	0	2	7	0	vm	0x0u	hybrid	premultiplied	2	0.014		(\Bfoo)
1156	22762	41762	19000	1531	256	1	1	1	8	1	3	9	1	vm	0x4u	hybrid	none	2	0.007		(\G)*
1157	26087	48248	22161	3280	516	6	0	0	8	0	2	9	1	vm	0x4u	hybrid	premultiplied	2	0.014		(\K)*
1158	27006	46421	19415	5276	839	10	0	0	6	0	2	6	0	vm	0x0u	hybrid	premultiplied	2	0.009		(\b)x
1159	28755	48447	19692	5429	840	12	0	0	8	0	2	8	1	vm	0x1u	hybrid	premultiplied	2	0.009		(\b\w+\b)
1160	32785	57035	24250	4447	704	11	0	0	20	0	2	21	1	vm	0x4u	hybrid	premultiplied	2	0.010		(\bcat\b)+
1161	26862	47108	20246	4021	636	9	0	0	7	0	2	7	0	vm	0x0u	hybrid	premultiplied	2	0.011		(\bfoo)
1162	28956	49641	20685	4340	667	11	0	0	8	0	2	8	0	vm	0x0u	hybrid	premultiplied	2	0.013		(\bfoo)$
1163	28019	48372	20353	4329	672	11	0	0	8	0	2	8	0	vm	0x0u	hybrid	premultiplied	2	0.013		(\bfoo\b)
1164	25926	45300	19374	4794	784	7	0	0	4	0	2	4	0	vm	0x1u	hybrid	premultiplied	2	0.015		(\d+)
1165	27750	47856	20106	4918	816	7	0	0	8	0	2	8	0	vm	0x1u	hybrid	premultiplied	3	0.009		(\d+)-(\d+)
1166	28150	48534	20384	5208	876	7	0	0	8	0	2	8	0	vm	0x1u	hybrid	premultiplied	3	0.011		(\d{2,4})-(\d{2,4})
1167	27015	48010	20995	5277	888	7	0	0	2	0	2	2	0	vm	0x1u	hybrid	premultiplied	2	0.014		(\d{2}-){1,3}
1168	26200	45553	19353	5025	816	8	0	0	2	0	2	2	0	vm	0x1u	hybrid	premultiplied	2	0.009		(\d|x)+
1169	19205	34036	14831	231	32	1	0	0	5	0	2	5	0	vm	0x0u	none		2	0.010		(\w)\1
1170	22175	40328	18153	231	32	1	0	0	9	0	2	10	1	vm	0x4u	none		2	0.008		(\w)\1+
1171	28368	48546	20178	5380	880	9	0	0	8	0	2	8	0	vm	0x1u	hybrid	premultiplied	3	0.007		(\w+)\s(\w+)
1172	25984	47959	21975	3280	516	6	0	0	8	0	2	9	1	vm	0x4u	hybrid	premultiplied	2	0.008		(\z)*
1173	24317	43884	19567	1717	256	1	9	3	10	3	3	12	1	vm	0x4u	hybrid	none	2	0.009		(^)*ab
1174	22178	38146	15968	2074	288	2	16	4	8	4	3	8	0	vm	0x0u	hybrid	none	2	0.013		(^\bfoo)
1175	23335	40096	16761	1613	256	1	4	2	19	2	3	21	1	vm	0x2u	hybrid	none	2	0.005		(^a){1,3}
1176	25374	45368	19994	1713	256	1	9	3	20	3	3	21	3	vm	0x4u	hybrid	none	2	0.005		(^a|b)+
1177																			0.006	pcrec: missing closing ) for group (pattern offset 0)	(a
1178	29489	52464	22975	3569	547	8	0	0	10	0	2	11	1	vm	0x4u	hybrid	premultiplied	2	0.005		(a$)*b
1179	29054	50116	21062	3734	582	8	0	0	19	0	2	21	1	vm	0x2u	hybrid	premultiplied	2	0.009		(a$){1,3}
1180	26898	46259	19361	3724	584	8	0	0	10	0	2	10	1	vm	0x0u	hybrid	premultiplied	2	0.006		(a$\n)|ab
1181	23823	41294	17471	0	0	0	0	0	20	0	2	21	4	vm	0x2u	none		2	0.013		(a(?1)?b)
1182	23384	40871	17487	0	0	0	0	0	20	0	2	21	4	vm	0x4u	none		2	0.007		(a(?R)*b)
1183	23384	40879	17495	0	0	0	0	0	20	0	2	21	4	vm	0x2u	none		2	0.003		(a(?R)?b)
1184	25251	45411	20160	3757	608	7	0	0	7	0	2	7	0	vm	0x0u	hybrid	premultiplied	2	0.007		(a(?i)b)C
1185	25251	45411	20160	3757	608	7	0	0	7	0	2	7	0	vm	0x0u	hybrid	premultiplied	2	0.008		(a(?i)b)c
1186	27000	46568	19568	5563	912	9	0	0	10	0	2	10	1	vm	0x0u	hybrid	premultiplied	2	0.009		(a(?i)b|c)d
1187	26204	46565	20361	3916	656	6	0	0	12	0	2	12	0	vm	0x0u	hybrid	premultiplied	4	0.011		(a(b(c)d)e)
1188	25934	45656	19722	3475	560	6	0	0	3	0	2	3	0	vm	0x1u	hybrid	premultiplied	3	0.009		(a(b))?x
1189	26867	46895	20028	3547	572	6	0	0	11	0	2	12	1	vm	0x3u	hybrid	premultiplied	3	0.009		(a(b)*c)?d
1190	25098	44320	19222	3412	548	6	0	0	5	0	2	5	0	vm	0x1u	hybrid	premultiplied	3	0.008		(a(b)?)
1191	29208	52241	23033	3396	548	6	0	0	13	0	2	14	1	vm	0x5u	hybrid	premultiplied	3	0.017		(a(b)?)+
1192	25199	45371	20172	3526	576	6	0	0	8	0	2	8	0	vm	0x0u	hybrid	premultiplied	3	0.008		(a(b)c)
1193	25538	45784	20246	3706	612	6	0	0	9	0	2	9	0	vm	0x0u	hybrid	premultiplied	3	0.016		(a(bc)d)
1194	25199	44496	19297	3526	576	6	0	0	10	0	2	10	0	vm	0x0u	hybrid	premultiplied	4	0.006		(a(b|c)(d|e))
1195	24061	43114	19053	3328	528	6	0	0	4	0	2	4	0	vm	0x0u	hybrid	premultiplied	2	0.011		(a)
1196	19736	35062	15326	0	0	0	0	0	11	0	2	10	1	vm	0x0u	none		3	0.010		(a)((?!\1)z)
1197	19620	34789	15169	0	0	0	0	0	10	0	2	10	0	vm	0x0u	none		3	0.008		(a)((?*\1)z)
1198	19802	34887	15085	0	0	0	0	0	10	0	2	10	0	vm	0x0u	none		3	0.004		(a)((?=\1)z)
1199	22196	41159	18963	0	0	0	0	0	12	0	2	13	2	vm	0x4u	none		2	0.006		(a)(?!\1)*z
1200	19442	34729	15287	0	0	0	0	0	9	0	2	8	1	vm	0x0u	none		2	0.009		(a)(?!\1)z
1201																			0.005	pcrec: module 'conditionals' is enabled but (?(...) is not implemented yet (pattern offset 3)	(a)(?(1)b|c)
1202																			0.005	pcrec: module 'conditionals' is enabled but (?(...) is not implemented yet (pattern offset 3)	(a)(?(R)b|c)
1203	22080	40886	18806	0	0	0	0	0	11	0	2	13	1	vm	0x4u	none		2	0.008		(a)(?*\1)*z
1204	19328	34458	15130	0	0	0	0	0	8	0	2	8	0	vm	0x0u	none		2	0.002		(a)(?*\1)z
1205																			0.006	pcrec: a relative reference of zero is not allowed (pattern offset 3)	(a)(?+00)
1206																			0.004	pcrec: a relative reference of zero is not allowed (pattern offset 3)	(a)(?-0)
1207																			0.005	pcrec: a relative reference of zero is not allowed (pattern offset 3)	(a)(?-00)
1208	25665	45834	20169	3356	536	6	0	0	9	0	2	9	0	vm	0x0u	hybrid	premultiplied	2	0.006		(a)(?1)
1209	19744	35118	15374	0	0	0	0	0	12	0	2	11	2	vm	0x0u	none		2	0.009		(a)(?:(?!\1)z|w)
1210	19628	34845	15217	0	0	0	0	0	11	0	2	11	1	vm	0x0u	none		2	0.008		(a)(?:(?*\1)z|w)
1211	19810	34943	15133	0	0	0	0	0	11	0	2	11	1	vm	0x0u	none		2	0.010		(a)(?:(?=\1)z|w)
1212	25205	45385	20180	3526	576	6	0	0	8	0	2	8	0	vm	0x0u	hybrid	premultiplied	3	0.010		(a)(?:b)(c)
1213																			0.014	pcrec: variable-length lookbehind is not implemented: every alternative of a lookbehind must have a fixed length (this o	(a)(?<=\1)x
1214	25584	45803	20219	3526	576	6	0	0	10	0	2	10	0	vm	0x0u	hybrid	premultiplied	4	0.013		(a)(?<n>b)(c)
1215	22262	40984	18722	0	0	0	0	0	11	0	2	13	1	vm	0x4u	none		2	0.005		(a)(?=\1)*z
1216	19510	34556	15046	0	0	0	0	0	8	0	2	8	0	vm	0x0u	none		2	0.009		(a)(?=\1)z
1217	19726	35188	15462	0	0	0	0	0	11	0	2	10	1	vm	0x0u	none		2	0.012		(a)(?>(?!\1)z)
1218	19610	34915	15305	0	0	0	0	0	10	0	2	10	0	vm	0x0u	none		2	0.008		(a)(?>(?*\1)z)
1219	19792	35013	15221	0	0	0	0	0	10	0	2	10	0	vm	0x0u	none		2	0.011		(a)(?>(?=\1)z)
1220	26258	46606	20348	3706	612	6	0	0	13	0	2	13	0	vm	0x0u	hybrid	premultiplied	5	0.011		(a)(?P<n1>b)(c)(?P<n2>d)
1221	25349	45496	20147	3384	544	6	0	0	10	0	2	10	0	vm	0x0u	hybrid	premultiplied	4	0.010		(a)(a)(a)
1222	24954	44096	19142	3320	528	6	0	0	5	0	2	5	0	vm	0x1u	hybrid	premultiplied	3	0.010		(a)(a)*
1223	25057	45165	20108	3384	544	6	0	0	8	0	2	8	0	vm	0x0u	hybrid	premultiplied	3	0.009		(a)(aa)
1224	24923	45023	20100	3408	548	6	0	0	7	0	2	7	0	vm	0x0u	hybrid	premultiplied	3	0.011		(a)(b)
1225	25491	45702	20211	3526	576	6	0	0	10	0	2	10	0	vm	0x0u	hybrid	premultiplied	4	0.011		(a)(b)(c)
1226	23041	38243	15202	0	0	0	0	0	32	0	2	32	0	vm	0x0u	none		11	0.012		(a)(b)(c)(d)(e)(f)(g)(h)(i)(j)\10
1227	22573	37730	15157	0	0	0	0	0	29	0	2	29	0	vm	0x0u	none		10	0.013		(a)(b)(c)(d)(e)(f)(g)(h)(i)\9
1228	22113	37229	15116	0	0	0	0	0	26	0	2	26	0	vm	0x0u	none		9	0.009		(a)(b)(c)(d)(e)(f)(g)(h)\8
1229	26190	46533	20343	3744	624	6	0	0	13	0	2	13	0	vm	0x0u	hybrid	premultiplied	4	0.010		(a)(bb)(ccc)
1230																			0.008	pcrec: unmatched closing parenthesis (pattern offset 3)	(a))
1231	24131	42999	18868	3292	520	6	0	0	2	0	2	2	0	vm	0x1u	hybrid	premultiplied	2	0.008		(a)*+
1232	25515	45148	19633	3360	536	6	0	0	3	0	2	3	0	vm	0x1u	hybrid	premultiplied	2	0.015		(a)*b
1233	24504	43605	19101	3320	528	6	0	0	2	0	2	2	0	vm	0x1u	hybrid	premultiplied	2	0.011		(a)+
1234	24505	43608	19103	3320	528	6	0	0	2	0	2	2	0	vm	0x1u	hybrid	premultiplied	2	0.006		(a)++
1235	26320	45663	19343	3396	544	6	0	0	8	0	2	8	2	vm	0x1u	hybrid	premultiplied	4	0.012		(a)?(a)?(a)?
1236	25888	45608	19720	3360	536	6	0	0	5	0	2	5	1	vm	0x1u	hybrid	premultiplied	2	0.011		(a)?a
1237	18912	33741	14829	0	0	0	0	0	5	0	2	5	0	vm	0x0u	none		2	0.010		(a)\1
1238	21233	39240	18007	0	0	0	0	0	8	0	2	9	1	vm	0x4u	none		2	0.009		(a)\1*
1239	24632	44699	20067	3408	548	6	0	0	5	0	2	5	0	vm	0x0u	hybrid	premultiplied	2	0.009		(a)\10
1240	24907	45047	20140	3526	576	6	0	0	6	0	2	6	0	vm	0x0u	hybrid	premultiplied	2	0.010		(a)\18
1241	19466	34299	14833	231	32	1	0	0	6	0	2	6	0	vm	0x0u	none		2	0.009		(a)\B\1
1242	25133	45423	20290	3408	548	6	0	0	8	0	2	8	0	vm	0x0u	hybrid	premultiplied	3	0.008		(a)\K(b)
1243	24841	45092	20251	3408	548	6	0	0	6	0	2	6	0	vm	0x0u	hybrid	premultiplied	2	0.010		(a)\Kb
1244	19230	34351	15121	231	32	1	0	0	8	0	2	8	0	vm	0x0u	hybrid	none	3	0.012		(a)\b(b)
1245																			0.005	pcrec: a relative reference of zero is not allowed (pattern offset 3)	(a)\g<-0>
1246																			0.010	pcrec: \g{+1} refers to capture group 2, but this pattern has 1 (pattern offset 9)	(a)\g{-1}\g{+1}
1247	19601	34890	15289	0	0	0	0	0	10	0	2	9	1	vm	0x0u	none		2	0.011		(a)y(?!\1)z
1248	19487	34619	15132	0	0	0	0	0	9	0	2	9	0	vm	0x0u	none		2	0.007		(a)y(?*\1)z
1249	19669	34717	15048	0	0	0	0	0	9	0	2	9	0	vm	0x0u	none		2	0.008		(a)y(?=\1)z
1250	19442	34729	15287	0	0	0	0	0	9	0	2	8	1	vm	0x0u	none		2	0.011		(a)z(?!\1)
1251	19328	34458	15130	0	0	0	0	0	8	0	2	8	0	vm	0x0u	none		2	0.011		(a)z(?*\1)
1252	19510	34556	15046	0	0	0	0	0	8	0	2	8	0	vm	0x0u	none		2	0.010		(a)z(?=\1)
1253	15168	27707	12539	3328	528	6	0	0	0	0	0	0	0	dfa			premultiplied	2	0.012		(a){0,0}b
1254	24289	43344	19055	3396	544	6	0	0	2	0	2	2	0	vm	0x1u	hybrid	premultiplied	2	0.004		(a){0,3}
1255	14771	27037	12266	3280	516	6	0	0	0	0	0	0	0	dfa			premultiplied	2	0.006		(a){0}
1256	25998	46652	20654	3456	560	6	0	0	3	0	2	3	0	vm	0x1u	hybrid	premultiplied	2	0.007		(a){2,2}c
1257	24995	45205	20210	3424	552	6	0	0	2	0	2	2	0	vm	0x1u	hybrid	premultiplied	2	0.006		(a){2,4}
1258	25301	45505	20204	3390	544	6	0	0	4	0	2	4	1	vm	0x1u	hybrid	premultiplied	2	0.008		(a){2,4}?
1259	24953	45071	20118	3384	544	6	0	0	2	0	2	2	0	vm	0x1u	hybrid	premultiplied	2	0.009		(a){3}
1260	26073	45504	19431	4834	792	7	0	0	9	0	2	9	1	vm	0x0u	hybrid	premultiplied	3	0.008		(a)|(b)
1261	26648	46195	19547	4866	800	7	0	0	13	0	2	13	2	vm	0x0u	hybrid	premultiplied	4	0.009		(a)|(b)|(c)
1262	25781	45173	19392	4834	792	7	0	0	7	0	2	7	1	vm	0x0u	hybrid	premultiplied	2	0.005		(a)|b
1263	24137	43038	18901	3292	520	6	0	0	4	0	2	4	0	vm	0x1u	hybrid	premultiplied	2	0.010		(a*)
1264	26121	45309	19188	3511	537	8	0	0	5	0	2	5	0	vm	0x1u	hybrid	premultiplied	2	0.006		(a*)$
1265	26729	48866	22137	3292	520	6	0	0	9	0	2	10	2	vm	0x5u	hybrid	premultiplied	2	0.008		(a*)*
1266	28231	51135	22904	3360	536	6	0	0	10	0	2	12	2	vm	0x5u	hybrid	premultiplied	2	0.005		(a*)*b
1267	27639	49950	22311	3292	520	6	0	0	14	0	2	15	3	vm	0x5u	hybrid	premultiplied	2	0.006		(a*)+
1268	25813	45507	19694	3320	528	6	0	0	7	0	2	7	1	vm	0x1u	hybrid	premultiplied	2	0.006		(a*)a
1269	39645	62245	22600	3360	536	6	0	0	84	0	2	97	17	vm	0x11u	hybrid	premultiplied	2	0.008		(a*){0,12}b
1270	26694	46258	19564	3292	520	6	0	0	23	0	2	23	6	vm	0x3u	hybrid	premultiplied	2	0.004		(a*){0,3}
1271	26420	45852	19432	3292	520	6	0	0	19	0	2	19	4	vm	0x3u	hybrid	premultiplied	2	0.007		(a*){2,3}
1272	25522	45190	19668	3360	536	6	0	0	5	0	2	5	0	vm	0x1u	hybrid	premultiplied	2	0.009		(a*c)
1273	24511	43647	19136	3320	528	6	0	0	4	0	2	4	0	vm	0x1u	hybrid	premultiplied	2	0.012		(a+)
1274	26575	46084	19509	3553	547	8	0	0	5	0	2	5	0	vm	0x1u	hybrid	premultiplied	2	0.008		(a+)$
1275	26724	47514	20790	3348	536	6	0	0	9	0	2	9	1	vm	0x1u	hybrid	premultiplied	3	0.010		(a+)(a+)
1276	27056	47903	20847	3348	536	6	0	0	11	0	2	11	2	vm	0x1u	hybrid	premultiplied	3	0.014		(a+)(a+?)
1277	26109	45935	19826	3396	548	6	0	0	7	0	2	7	0	vm	0x1u	hybrid	premultiplied	3	0.003		(a+)(b+)
1278	28304	49557	21253	3348	536	6	0	0	21	0	2	22	4	vm	0x3u	hybrid	premultiplied	2	0.009		(a+){2,3}
1279	24845	44038	19193	3324	528	6	0	0	6	0	2	6	1	vm	0x1u	hybrid	premultiplied	2	0.005		(a+?)
1280	26723	47512	20789	3348	536	6	0	0	9	0	2	9	1	vm	0x1u	hybrid	premultiplied	3	0.009		(a+?)(a+)
1281	25568	45272	19704	3404	548	6	0	0	5	0	2	5	0	vm	0x1u	hybrid	premultiplied	2	0.008		(a+?)b
1282	25568	45272	19704	3404	548	6	0	0	5	0	2	5	0	vm	0x1u	hybrid	premultiplied	2	0.008		(a+?c)
1283	24803	44018	19215	3320	528	6	0	0	7	0	2	7	1	vm	0x1u	hybrid	premultiplied	2	0.009		(a+|a)
1284	28418	48760	20342	5127	858	7	0	0	8	0	2	8	1	vm	0x1u	hybrid	premultiplied	3	0.009		(a?)(?>(b){0,4})a
1285	25074	44249	19175	3416	548	6	0	0	7	0	2	7	0	vm	0x1u	hybrid	premultiplied	3	0.010		(a?)(b?)
1286	26781	48919	22138	3292	520	6	0	0	9	0	2	10	2	vm	0x5u	hybrid	premultiplied	2	0.006		(a?)*
1287	27061	49368	22307	3292	520	6	0	0	11	0	2	12	2	vm	0x5u	hybrid	premultiplied	2	0.009		(a?)*+
1288	40618	63657	23039	3720	608	6	0	0	84	0	2	97	17	vm	0x11u	hybrid	premultiplied	2	0.014		(a?){0,12}b
1289	28948	49175	20227	3466	560	6	0	0	33	0	2	33	8	vm	0x3u	hybrid	premultiplied	2	0.015		(a?){2,5}
1290	30995	51984	20989	3715	614	6	0	0	32	0	2	34	5	vm	0x3u	hybrid	premultiplied	2	0.007		(a?b){2,4}
1291	24929	45077	20148	3526	576	6	0	0	6	0	2	6	0	vm	0x0u	hybrid	premultiplied	2	0.009		(a[bc]d)
1292	18912	33741	14829	0	0	0	0	0	5	0	2	5	0	vm	0x0u	none		2	0.005		(a\1)
1293	25133	45423	20290	3408	548	6	0	0	8	0	2	8	0	vm	0x0u	hybrid	premultiplied	3	0.006		(a\K)(b)
1294	27659	50719	23060	3360	536	6	0	0	10	0	2	11	1	vm	0x4u	hybrid	premultiplied	2	0.009		(a\K)*b
1295	28300	51488	23188	3404	548	6	0	0	15	0	2	16	1	vm	0x4u	hybrid	premultiplied	2	0.006		(a\K)+b
1296	24841	45092	20251	3408	548	6	0	0	6	0	2	6	0	vm	0x0u	hybrid	premultiplied	2	0.008		(a\K)b
1297	26689	46413	19724	5102	848	7	0	0	11	0	2	11	1	vm	0x0u	hybrid	premultiplied	2	0.010		(a\Kb|c\Kd)
1298	23387	40886	17499	0	0	0	0	0	20	0	2	21	4	vm	0x2u	none		2	0.005		(a\g'00'?b)
1299	23386	40883	17497	0	0	0	0	0	20	0	2	21	4	vm	0x2u	none		2	0.004		(a\g<0>?b)
1300	29564	52970	23406	3580	552	8	0	0	14	0	2	15	1	vm	0x4u	hybrid	premultiplied	2	0.005		(a\z)+
1301	25057	45165	20108	3384	544	6	0	0	8	0	2	8	0	vm	0x0u	hybrid	premultiplied	3	0.006		(aa)(a)
1302	24765	44834	20069	3384	544	6	0	0	6	0	2	6	0	vm	0x0u	hybrid	premultiplied	2	0.006		(aaa)
1303	24631	44692	20061	3408	548	6	0	0	5	0	2	5	0	vm	0x0u	hybrid	premultiplied	2	0.010		(ab)
1304	24242	43176	18934	3364	536	6	0	0	2	0	2	2	0	vm	0x1u	hybrid	premultiplied	2	0.005		(ab)*
1305	24984	45112	20128	3428	554	6	0	0	2	0	2	2	0	vm	0x1u	hybrid	premultiplied	2	0.008		(ab)+
1306	24907	45040	20133	3526	576	6	0	0	6	0	2	6	0	vm	0x0u	hybrid	premultiplied	2	0.008		(ab)c
1307	25269	45599	20330	3658	596	6	0	0	2	0	2	2	0	vm	0x1u	hybrid	premultiplied	2	0.007		(ab){1,3}
1308	25253	45559	20306	3642	596	6	0	0	2	0	2	2	0	vm	0x1u	hybrid	premultiplied	2	0.010		(ab){2,3}
1309	25361	45785	20424	3750	620	6	0	0	2	0	2	2	0	vm	0x1u	hybrid	premultiplied	2	0.004		(ab){2,4}
1310	25617	45984	20367	3626	596	6	0	0	4	0	2	4	1	vm	0x1u	hybrid	premultiplied	2	0.004		(ab){2,4}?
1311	25237	45519	20282	3626	596	6	0	0	2	0	2	2	0	vm	0x1u	hybrid	premultiplied	2	0.005		(ab){3,3}
1312	57793	77958	20165	36178	7724	6	0	0	2	0	2	2	0	vm	0x1u	hybrid	premultiplied	2	0.029		(ab){300}
1313	25894	46198	20304	3744	624	6	0	0	11	0	2	11	0	vm	0x0u	hybrid	premultiplied	3	0.005		(abc)(abc)
1314	24398	43402	19004	3480	560	6	0	0	2	0	2	2	0	vm	0x1u	hybrid	premultiplied	2	0.004		(abc)*
1315	25205	45427	20222	3609	592	6	0	0	2	0	2	2	0	vm	0x1u	hybrid	premultiplied	2	0.004		(abc)+
1316	24532	43599	19067	3562	576	6	0	0	2	0	2	2	0	vm	0x1u	hybrid	premultiplied	2	0.005		(abc)?
1317	25904	46576	20672	4252	720	6	0	0	2	0	2	2	0	vm	0x1u	hybrid	premultiplied	2	0.002		(abc){2,4}
1318	32314	56190	23876	5527	938	7	0	0	21	0	2	22	3	vm	0x5u	hybrid	premultiplied	2	0.004		(ab{2,3}|cd{1,2})+
1319	24486	43708	19222	3412	548	6	0	0	8	0	2	8	1	vm	0x0u	hybrid	premultiplied	2	0.004		(ab|a)
1320	25180	44578	19398	3464	560	6	0	0	14	0	2	14	2	vm	0x0u	hybrid	premultiplied	3	0.004		(ab|a)(b|)
1321	26101	46531	20430	3731	612	6	0	0	16	0	2	16	2	vm	0x0u	hybrid	premultiplied	3	0.004		(ab|a)(b|bcd)
1322	26832	46465	19633	3770	632	6	0	0	19	0	2	19	2	vm	0x1u	hybrid	premultiplied	4	0.007		(ab|a)(c|bcd)(d*)
1323	29201	50841	21640	3930	656	6	0	0	23	0	2	33	2	vm	0x8u	hybrid	premultiplied	2	0.003		(ab|ac){2,4}
1324	30227	51937	21710	3772	624	6	0	0	32	0	2	42	4	vm	0x8u	hybrid	premultiplied	2	0.002		(ab|ac){2,4}?
1325	30264	51160	20896	5404	912	7	0	0	23	0	2	33	2	vm	0x8u	hybrid	premultiplied	2	0.004		(ab|c){2,4}
1326	31290	52268	20978	5246	880	7	0	0	32	0	2	42	4	vm	0x8u	hybrid	premultiplied	2	0.006		(ab|c){2,4}?
1327	28207	48105	19898	5865	1020	7	0	0	17	0	2	17	2	vm	0x0u	hybrid	premultiplied	3	0.007		(ab|cd)(ef|gh)
1328	26939	47545	20606	3862	612	8	0	0	5	0	2	5	0	vm	0x1u	hybrid	premultiplied	2	0.007		(a{0,4}$)
1329	26939	47545	20606	3862	612	8	0	0	5	0	2	5	0	vm	0x1u	hybrid	premultiplied	2	0.007		(a{0,4})$
1330	24385	43474	19089	3366	536	6	0	0	6	0	2	6	1	vm	0x1u	hybrid	premultiplied	2	0.005		(a{0,4}?)
1331	22221	38357	16136	1826	256	1	10	5	7	5	3	7	1	vm	0x1u	hybrid	none	2	0.006		(a{0,4}^)
1332	26010	45965	19955	3462	560	6	0	0	7	0	2	7	1	vm	0x1u	hybrid	premultiplied	2	0.003		(a{0,4}a)
1333	27796	48155	20359	3747	582	8	0	0	6	0	2	6	0	vm	0x1u	hybrid	premultiplied	2	0.007		(a{0,4}c$)
1334	25705	45508	19803	3488	560	6	0	0	5	0	2	5	0	vm	0x1u	hybrid	premultiplied	2	0.004		(a{0,4}c)
1335	79083	104299	25216	44204	8520	6	0	0	68	0	2	78	12	vm	0x11u	hybrid	premultiplied	2	0.058		(a{1,20}){1,50}
1336	24638	43905	19267	3392	544	6	0	0	4	0	2	4	0	vm	0x1u	hybrid	premultiplied	2	0.004		(a{1,3})
1337	31191	53623	22432	3724	616	6	0	0	34	0	2	36	7	vm	0x3u	hybrid	premultiplied	2	0.003		(a{1,3}){3,5}?
1338	44145	69417	25272	10626	2056	6	0	0	47	0	2	48	8	vm	0x11u	hybrid	premultiplied	2	0.005		(a{1,3}){64}
1339	45375	70909	25534	10730	2080	6	0	0	54	0	2	55	9	vm	0x11u	hybrid	premultiplied	2	0.006		(a{1,3}){65}
1340	46675	72444	25769	10834	2104	6	0	0	60	0	2	61	10	vm	0x11u	hybrid	premultiplied	2	0.008		(a{1,3}){66}
1341	27018	46696	19678	3590	552	8	0	0	7	0	2	7	1	vm	0x1u	hybrid	premultiplied	2	0.003		(a{1,3}?$)
1342	24956	44219	19263	3360	536	6	0	0	6	0	2	6	1	vm	0x1u	hybrid	premultiplied	2	0.005		(a{1,3}?)
1343	31369	53647	22278	3640	600	6	0	0	34	0	2	36	7	vm	0x3u	hybrid	premultiplied	2	0.006		(a{1,3}?){3,5}
1344	25683	45459	19776	3463	560	6	0	0	5	0	2	5	0	vm	0x1u	hybrid	premultiplied	2	0.002		(a{1,3}?c)
1345	25533	44961	19428	3467	560	6	0	0	7	0	2	7	1	vm	0x1u	hybrid	premultiplied	2	0.004		(a{1,3}?c?)
1346	88988	116784	27796	43808	8520	6	0	0	112	0	2	122	19	vm	0x11u	hybrid	premultiplied	2	0.044		(a{10,20}){10,50}
1347	26008	46697	20689	3456	560	6	0	0	5	0	2	5	0	vm	0x1u	hybrid	premultiplied	2	0.002		(a{2,2}?c)
1348	26877	47852	20975	3794	640	6	0	0	6	0	2	6	0	vm	0x1u	hybrid	premultiplied	2	0.002		(a{2,2}b{0,4}c)
1349	26005	46694	20689	3456	560	6	0	0	5	0	2	5	0	vm	0x1u	hybrid	premultiplied	2	0.002		(a{2,2}c)
1350	26767	47712	20945	3611	590	6	0	0	7	0	2	7	0	vm	0x1u	hybrid	premultiplied	3	0.002		(a{2,3})(b{2,3})
1351	28732	50414	21682	3618	592	6	0	0	21	0	2	22	4	vm	0x3u	hybrid	premultiplied	2	0.002		(a{2,3}){2,3}
1352	28667	50252	21585	3551	580	6	0	0	21	0	2	22	4	vm	0x3u	hybrid	premultiplied	2	0.003		(a{2,3}){2,3}?
1353	29246	50845	21599	3732	614	6	0	0	22	0	2	23	4	vm	0x3u	hybrid	premultiplied	2	0.002		(a{2,3}){2,3}c
1354	28836	50402	21566	3551	580	6	0	0	21	0	2	22	4	vm	0x3u	hybrid	premultiplied	2	0.002		(a{2,3}?){2,3}
1355	28804	50315	21511	3517	572	6	0	0	21	0	2	22	4	vm	0x3u	hybrid	premultiplied	2	0.002		(a{2,3}?){2,3}?
1356	29290	53420	24130	3399	548	6	0	0	15	0	2	16	3	vm	0x5u	hybrid	premultiplied	2	0.002		(a{2,4})+
1357	33004	57237	24233	4376	760	6	0	0	41	0	2	44	9	vm	0x3u	hybrid	premultiplied	2	0.002		(a{3,5}){3,6}
1358	25996	46722	20726	3499	572	6	0	0	5	0	2	5	0	vm	0x1u	hybrid	premultiplied	2	0.002		(a{3,}c)
1359	23232	40125	16893	0	0	0	0	0	18	0	2	17	4	vm	0x0u	none		2	0.002		(a|(?1)a)
1360	23393	40288	16895	0	0	0	0	0	19	0	2	18	4	vm	0x0u	none		2	0.002		(a|(?1)a)b
1361	23393	40288	16895	0	0	0	0	0	19	0	2	18	4	vm	0x0u	none		2	0.002		(a|(?1)a)c
1362	26780	47493	20713	4925	816	7	0	0	10	0	2	10	1	vm	0x0u	hybrid	premultiplied	3	0.002		(a|(b))c
