pattern	n	base_steps	prune_steps	base_caps	prune_caps	oracle_caps	verdict
((?:ab){4,7}){7,22}	59	1009	1	(0, 58, 50, 58)	(0, 58, 50, 58)	(0, 58, 50, 58)	AGREE
((?:ab){4,7}){7,22}	77	42	1	(0, 76, 68, 76)	(0, 76, 68, 76)	(0, 76, 68, 76)	AGREE
((?:ab){4,7}){7,22}	98	1	1	(0, 98, 84, 98)	(0, 98, 84, 98)	(0, 98, 84, 98)	AGREE
((?:ab){4,7}){7,22}	105	1	1	(0, 98, 84, 98)	(0, 98, 84, 98)	(0, 98, 84, 98)	AGREE
(a{1,6}){7,47}	0	0	0	()	()	()	AGREE
(a{1,6}){7,47}	5	0	0	()	()	()	AGREE
(a{1,6}){7,47}	6	0	0	()	()	()	AGREE
(a{1,6}){7,47}	7	120	1	(0, 7, 6, 7)	(0, 7, 6, 7)	(0, 7, 6, 7)	AGREE
(a{1,6}){7,47}	8	118	1	(0, 8, 7, 8)	(0, 8, 7, 8)	(0, 8, 7, 8)	AGREE
(a{1,6}){7,47}	9	114	1	(0, 9, 8, 9)	(0, 9, 8, 9)	(0, 9, 8, 9)	AGREE
(a{1,6}){7,47}	24	12	1	(0, 24, 23, 24)	(0, 24, 23, 24)	(0, 24, 23, 24)	AGREE
(a{1,6}){7,47}	42	1	1	(0, 42, 36, 42)	(0, 42, 36, 42)	(0, 42, 36, 42)	AGREE
(a{1,6}){7,47}	49	1	1	(0, 49, 48, 49)	(0, 49, 48, 49)	(0, 49, 48, 49)	AGREE
((?:abc){11,17}){4,41}	0	0	0	()	()	()	AGREE
((?:abc){11,17}){4,41}	130	0	0	()	()	()	AGREE
((?:abc){11,17}){4,41}	131	0	0	()	()	()	AGREE
((?:abc){11,17}){4,41}	132	313	1	(0, 132, 99, 132)	(0, 132, 99, 132)	(0, 132, 99, 132)	AGREE
((?:abc){11,17}){4,41}	133	313	1	(0, 132, 99, 132)	(0, 132, 99, 132)	(0, 132, 99, 132)	AGREE
((?:abc){11,17}){4,41}	134	313	1	(0, 132, 99, 132)	(0, 132, 99, 132)	(0, 132, 99, 132)	AGREE
((?:abc){11,17}){4,41}	135	284	1	(0, 135, 102, 135)	(0, 135, 102, 135)	(0, 135, 102, 135)	AGREE
((?:abc){11,17}){4,41}	136	284	1	(0, 135, 102, 135)	(0, 135, 102, 135)	(0, 135, 102, 135)	AGREE
((?:abc){11,17}){4,41}	137	284	1	(0, 135, 102, 135)	(0, 135, 102, 135)	(0, 135, 102, 135)	AGREE
((?:abc){11,17}){4,41}	168	7	1	(0, 168, 135, 168)	(0, 168, 135, 168)	(0, 168, 135, 168)	AGREE
((?:abc){11,17}){4,41}	204	1	1	(0, 204, 153, 204)	(0, 204, 153, 204)	(0, 204, 153, 204)	AGREE
((?:abc){11,17}){4,41}	211	1	1	(0, 204, 153, 204)	(0, 204, 153, 204)	(0, 204, 153, 204)	AGREE
([ab]{3,6}){7,14}	0	0	0	()	()	()	AGREE
([ab]{3,6}){7,14}	19	0	0	()	()	()	AGREE
([ab]{3,6}){7,14}	20	0	0	()	()	()	AGREE
([ab]{3,6}){7,14}	21	761	1	(0, 21, 18, 21)	(0, 21, 18, 21)	(0, 21, 18, 21)	AGREE
([ab]{3,6}){7,14}	22	650	1	(0, 22, 19, 22)	(0, 22, 19, 22)	(0, 22, 19, 22)	AGREE
([ab]{3,6}){7,14}	23	497	1	(0, 23, 20, 23)	(0, 23, 20, 23)	(0, 23, 20, 23)	AGREE
([ab]{3,6}){7,14}	31	32	1	(0, 31, 28, 31)	(0, 31, 28, 31)	(0, 31, 28, 31)	AGREE
([ab]{3,6}){7,14}	42	1	1	(0, 42, 36, 42)	(0, 42, 36, 42)	(0, 42, 36, 42)	AGREE
([ab]{3,6}){7,14}	49	1	1	(0, 48, 42, 48)	(0, 48, 42, 48)	(0, 48, 42, 48)	AGREE
(a{7,7}){8,25}	-	-	-	-	-	-	declined: prune_proto: DECLINED -- 1 scan sites, expected 25 replicas; this is not the two-level replicated shape the prototype patches
(a{6,7}){9,23}	0	0	0	()	()	()	AGREE
(a{6,7}){9,23}	52	0	0	()	()	()	AGREE
(a{6,7}){9,23}	53	0	0	()	()	()	AGREE
(a{6,7}){9,23}	54	494	1	(0, 54, 48, 54)	(0, 54, 48, 54)	(0, 54, 48, 54)	AGREE
(a{6,7}){9,23}	55	247	1	(0, 55, 49, 55)	(0, 55, 49, 55)	(0, 55, 49, 55)	AGREE
(a{6,7}){9,23}	56	121	1	(0, 56, 50, 56)	(0, 56, 50, 56)	(0, 56, 50, 56)	AGREE
(a{6,7}){9,23}	58	27	1	(0, 58, 52, 58)	(0, 58, 52, 58)	(0, 58, 52, 58)	AGREE
(a{6,7}){9,23}	63	1	1	(0, 63, 56, 63)	(0, 63, 56, 63)	(0, 63, 56, 63)	AGREE
(a{6,7}){9,23}	70	1	1	(0, 70, 63, 70)	(0, 70, 63, 70)	(0, 70, 63, 70)	AGREE
(a{5,7}){9,33}	0	0	0	()	()	()	AGREE
(a{5,7}){9,33}	43	0	0	()	()	()	AGREE
(a{5,7}){9,33}	44	0	0	()	()	()	AGREE
(a{5,7}){9,33}	45	4086	1	(0, 45, 40, 45)	(0, 45, 40, 45)	(0, 45, 40, 45)	AGREE
(a{5,7}){9,33}	46	2958	1	(0, 46, 41, 46)	(0, 46, 41, 46)	(0, 46, 41, 46)	AGREE
(a{5,7}){9,33}	47	1619	1	(0, 47, 42, 47)	(0, 47, 42, 47)	(0, 47, 42, 47)	AGREE
(a{5,7}){9,33}	54	72	1	(0, 54, 49, 54)	(0, 54, 49, 54)	(0, 54, 49, 54)	AGREE
(a{5,7}){9,33}	63	1	1	(0, 63, 56, 63)	(0, 63, 56, 63)	(0, 63, 56, 63)	AGREE
(a{5,7}){9,33}	70	1	1	(0, 70, 63, 70)	(0, 70, 63, 70)	(0, 70, 63, 70)	AGREE
(a{11,19}){5,15}	0	0	0	()	()	()	AGREE
(a{11,19}){5,15}	53	0	0	()	()	()	AGREE
(a{11,19}){5,15}	54	0	0	()	()	()	AGREE
(a{11,19}){5,15}	55	2117	1	(0, 55, 44, 55)	(0, 55, 44, 55)	(0, 55, 44, 55)	AGREE
(a{11,19}){5,15}	56	2009	1	(0, 56, 45, 56)	(0, 56, 45, 56)	(0, 56, 45, 56)	AGREE
(a{11,19}){5,15}	57	1884	1	(0, 57, 46, 57)	(0, 57, 46, 57)	(0, 57, 46, 57)	AGREE
(a{11,19}){5,15}	75	48	1	(0, 75, 64, 75)	(0, 75, 64, 75)	(0, 75, 64, 75)	AGREE
(a{11,19}){5,15}	95	1	1	(0, 95, 76, 95)	(0, 95, 76, 95)	(0, 95, 76, 95)	AGREE
(a{11,19}){5,15}	102	1	1	(0, 95, 76, 95)	(0, 95, 76, 95)	(0, 95, 76, 95)	AGREE
([ab]{5,7}){3,37}	0	0	0	()	()	()	AGREE
([ab]{5,7}){3,37}	13	0	0	()	()	()	AGREE
([ab]{5,7}){3,37}	14	0	0	()	()	()	AGREE
([ab]{5,7}){3,37}	15	11	1	(0, 15, 10, 15)	(0, 15, 10, 15)	(0, 15, 10, 15)	AGREE
([ab]{5,7}){3,37}	16	7	1	(0, 16, 11, 16)	(0, 16, 11, 16)	(0, 16, 11, 16)	AGREE
([ab]{5,7}){3,37}	17	3	1	(0, 17, 12, 17)	(0, 17, 12, 17)	(0, 17, 12, 17)	AGREE
([ab]{5,7}){3,37}	18	2	1	(0, 18, 13, 18)	(0, 18, 13, 18)	(0, 18, 13, 18)	AGREE
([ab]{5,7}){3,37}	21	1	1	(0, 21, 14, 21)	(0, 21, 14, 21)	(0, 21, 14, 21)	AGREE
([ab]{5,7}){3,37}	28	1	1	(0, 28, 21, 28)	(0, 28, 21, 28)	(0, 28, 21, 28)	AGREE
([ab]{5,12}){3,28}	0	0	0	()	()	()	AGREE
([ab]{5,12}){3,28}	13	0	0	()	()	()	AGREE
([ab]{5,12}){3,28}	14	0	0	()	()	()	AGREE
([ab]{5,12}){3,28}	15	28	1	(0, 15, 10, 15)	(0, 15, 10, 15)	(0, 15, 10, 15)	AGREE
([ab]{5,12}){3,28}	16	27	1	(0, 16, 11, 16)	(0, 16, 11, 16)	(0, 16, 11, 16)	AGREE
([ab]{5,12}){3,28}	17	26	1	(0, 17, 12, 17)	(0, 17, 12, 17)	(0, 17, 12, 17)	AGREE
([ab]{5,12}){3,28}	25	5	1	(0, 25, 20, 25)	(0, 25, 20, 25)	(0, 25, 20, 25)	AGREE
([ab]{5,12}){3,28}	36	1	1	(0, 36, 24, 36)	(0, 36, 24, 36)	(0, 36, 24, 36)	AGREE
([ab]{5,12}){3,28}	43	1	1	(0, 43, 36, 43)	(0, 43, 36, 43)	(0, 43, 36, 43)	AGREE
(a{0,3}){9,36}	-	-	-	-	-	-	prune-fail: prune_proto: 36 scan sites, 0 clamps inserted (slot base 4)
([ab]{9,12}){6,15}	0	0	0	()	()	()	AGREE
([ab]{9,12}){6,15}	52	0	0	()	()	()	AGREE
([ab]{9,12}){6,15}	53	0	0	()	()	()	AGREE
([ab]{9,12}){6,15}	54	1138	1	(0, 54, 45, 54)	(0, 54, 45, 54)	(0, 54, 45, 54)	AGREE
([ab]{9,12}){6,15}	55	903	1	(0, 55, 46, 55)	(0, 55, 46, 55)	(0, 55, 46, 55)	AGREE
([ab]{9,12}){6,15}	56	628	1	(0, 56, 47, 56)	(0, 56, 47, 56)	(0, 56, 47, 56)	AGREE
([ab]{9,12}){6,15}	63	19	1	(0, 63, 54, 63)	(0, 63, 54, 63)	(0, 63, 54, 63)	AGREE
([ab]{9,12}){6,15}	72	1	1	(0, 72, 60, 72)	(0, 72, 60, 72)	(0, 72, 60, 72)	AGREE
([ab]{9,12}){6,15}	79	1	1	(0, 72, 60, 72)	(0, 72, 60, 72)	(0, 72, 60, 72)	AGREE
((?:[ab][cd]){0,8}){10,40}	-	-	-	-	-	-	prune-fail: prune_proto: 40 scan sites, 0 clamps inserted (slot base 4)
((?:[ab][cd]){1,2}){8,30}	0	0	0	()	()	()	AGREE
((?:[ab][cd]){1,2}){8,30}	14	0	0	()	()	()	AGREE
((?:[ab][cd]){1,2}){8,30}	15	0	0	()	()	()	AGREE
((?:[ab][cd]){1,2}){8,30}	16	80	1	(1, 17, 15, 17)	(1, 17, 15, 17)	(1, 17, 15, 17)	AGREE
((?:[ab][cd]){1,2}){8,30}	17	80	1	(1, 17, 15, 17)	(1, 17, 15, 17)	(1, 17, 15, 17)	AGREE
((?:[ab][cd]){1,2}){8,30}	18	47	1	(1, 19, 17, 19)	(1, 19, 17, 19)	(1, 19, 17, 19)	AGREE
((?:[ab][cd]){1,2}){8,30}	19	47	1	(1, 19, 17, 19)	(1, 19, 17, 19)	(1, 19, 17, 19)	AGREE
((?:[ab][cd]){1,2}){8,30}	24	8	1	(1, 25, 23, 25)	(1, 25, 23, 25)	(1, 25, 23, 25)	AGREE
((?:[ab][cd]){1,2}){8,30}	32	1	1	(1, 33, 29, 33)	(1, 33, 29, 33)	(1, 33, 29, 33)	AGREE
((?:[ab][cd]){1,2}){8,30}	39	1	1	(1, 39, 37, 39)	(1, 39, 37, 39)	(1, 39, 37, 39)	AGREE
((?:ab){1,4}){6,16}	0	0	0	()	()	()	AGREE
((?:ab){1,4}){6,16}	10	0	0	()	()	()	AGREE
((?:ab){1,4}){6,16}	11	0	0	()	()	()	AGREE
((?:ab){1,4}){6,16}	12	54	1	(1, 13, 11, 13)	(1, 13, 11, 13)	(1, 13, 11, 13)	AGREE
((?:ab){1,4}){6,16}	13	54	1	(1, 13, 11, 13)	(1, 13, 11, 13)	(1, 13, 11, 13)	AGREE
((?:ab){1,4}){6,16}	14	50	1	(1, 15, 13, 15)	(1, 15, 13, 15)	(1, 15, 13, 15)	AGREE
((?:ab){1,4}){6,16}	15	50	1	(1, 15, 13, 15)	(1, 15, 13, 15)	(1, 15, 13, 15)	AGREE
((?:ab){1,4}){6,16}	30	5	1	(1, 31, 29, 31)	(1, 31, 29, 31)	(1, 31, 29, 31)	AGREE
((?:ab){1,4}){6,16}	48	1	1	(1, 49, 41, 49)	(1, 49, 41, 49)	(1, 49, 41, 49)	AGREE
((?:ab){1,4}){6,16}	55	1	1	(1, 55, 49, 55)	(1, 55, 49, 55)	(1, 55, 49, 55)	AGREE
((?:ab){3,3}){6,42}	-	-	-	-	-	-	declined: prune_proto: DECLINED -- 1 scan sites, expected 42 replicas; this is not the two-level replicated shape the prototype patches
((?:ab){9,12}){4,9}	0	0	0	()	()	()	AGREE
((?:ab){9,12}){4,9}	70	0	0	()	()	()	AGREE
((?:ab){9,12}){4,9}	71	0	0	()	()	()	AGREE
((?:ab){9,12}){4,9}	72	82	1	(0, 72, 54, 72)	(0, 72, 54, 72)	(0, 72, 54, 72)	AGREE
((?:ab){9,12}){4,9}	73	82	1	(0, 72, 54, 72)	(0, 72, 54, 72)	(0, 72, 54, 72)	AGREE
((?:ab){9,12}){4,9}	74	61	1	(0, 74, 56, 74)	(0, 74, 56, 74)	(0, 74, 56, 74)	AGREE
((?:ab){9,12}){4,9}	75	61	1	(0, 74, 56, 74)	(0, 74, 56, 74)	(0, 74, 56, 74)	AGREE
((?:ab){9,12}){4,9}	84	4	1	(0, 84, 66, 84)	(0, 84, 66, 84)	(0, 84, 66, 84)	AGREE
((?:ab){9,12}){4,9}	96	1	1	(0, 96, 72, 96)	(0, 96, 72, 96)	(0, 96, 72, 96)	AGREE
((?:ab){9,12}){4,9}	103	1	1	(0, 96, 72, 96)	(0, 96, 72, 96)	(0, 96, 72, 96)	AGREE
([ab]{1,9}){2,14}	0	0	0	()	()	()	AGREE
([ab]{1,9}){2,14}	1	0	0	()	()	()	AGREE
([ab]{1,9}){2,14}	2	2	1	(0, 2, 1, 2)	(0, 2, 1, 2)	(0, 2, 1, 2)	AGREE
([ab]{1,9}){2,14}	3	2	1	(0, 3, 2, 3)	(0, 3, 2, 3)	(0, 3, 2, 3)	AGREE
([ab]{1,9}){2,14}	4	2	1	(0, 4, 3, 4)	(0, 4, 3, 4)	(0, 4, 3, 4)	AGREE
([ab]{1,9}){2,14}	10	1	1	(0, 10, 9, 10)	(0, 10, 9, 10)	(0, 10, 9, 10)	AGREE
([ab]{1,9}){2,14}	18	1	1	(0, 18, 9, 18)	(0, 18, 9, 18)	(0, 18, 9, 18)	AGREE
([ab]{1,9}){2,14}	25	1	1	(0, 25, 18, 25)	(0, 25, 18, 25)	(0, 25, 18, 25)	AGREE
((?:abc){8,9}){6,20}	0	0	0	()	()	()	AGREE
((?:abc){8,9}){6,20}	142	0	0	()	()	()	AGREE
((?:abc){8,9}){6,20}	143	0	0	()	()	()	AGREE
((?:abc){8,9}){6,20}	144	58	1	(1, 145, 121, 145)	(1, 145, 121, 145)	(1, 145, 121, 145)	AGREE
((?:abc){8,9}){6,20}	145	58	1	(1, 145, 121, 145)	(1, 145, 121, 145)	(1, 145, 121, 145)	AGREE
((?:abc){8,9}){6,20}	146	58	1	(1, 145, 121, 145)	(1, 145, 121, 145)	(1, 145, 121, 145)	AGREE
((?:abc){8,9}){6,20}	147	27	1	(1, 148, 124, 148)	(1, 148, 124, 148)	(1, 148, 124, 148)	AGREE
((?:abc){8,9}){6,20}	148	27	1	(1, 148, 124, 148)	(1, 148, 124, 148)	(1, 148, 124, 148)	AGREE
((?:abc){8,9}){6,20}	149	27	1	(1, 148, 124, 148)	(1, 148, 124, 148)	(1, 148, 124, 148)	AGREE
((?:abc){8,9}){6,20}	153	5	1	(1, 154, 130, 154)	(1, 154, 130, 154)	(1, 154, 130, 154)	AGREE
((?:abc){8,9}){6,20}	162	1	1	(1, 163, 136, 163)	(1, 163, 136, 163)	(1, 163, 136, 163)	AGREE
((?:abc){8,9}){6,20}	169	1	1	(1, 163, 136, 163)	(1, 163, 136, 163)	(1, 163, 136, 163)	AGREE
(a{3,8}){6,14}	0	0	0	()	()	()	AGREE
(a{3,8}){6,14}	16	0	0	()	()	()	AGREE
(a{3,8}){6,14}	17	0	0	()	()	()	AGREE
(a{3,8}){6,14}	18	460	1	(0, 18, 15, 18)	(0, 18, 15, 18)	(0, 18, 15, 18)	AGREE
(a{3,8}){6,14}	19	434	1	(0, 19, 16, 19)	(0, 19, 16, 19)	(0, 19, 16, 19)	AGREE
(a{3,8}){6,14}	20	396	1	(0, 20, 17, 20)	(0, 20, 17, 20)	(0, 20, 17, 20)	AGREE
(a{3,8}){6,14}	33	15	1	(0, 33, 30, 33)	(0, 33, 30, 33)	(0, 33, 30, 33)	AGREE
(a{3,8}){6,14}	48	1	1	(0, 48, 40, 48)	(0, 48, 40, 48)	(0, 48, 40, 48)	AGREE
(a{3,8}){6,14}	55	1	1	(0, 55, 48, 55)	(0, 55, 48, 55)	(0, 55, 48, 55)	AGREE
((?:ab){1,6}){12,43}	0	0	0	()	()	()	AGREE
((?:ab){1,6}){12,43}	22	0	0	()	()	()	AGREE
((?:ab){1,6}){12,43}	23	0	0	()	()	()	AGREE
((?:ab){1,6}){12,43}	24	3892	1	(0, 24, 22, 24)	(0, 24, 22, 24)	(0, 24, 22, 24)	AGREE
((?:ab){1,6}){12,43}	25	3892	1	(0, 24, 22, 24)	(0, 24, 22, 24)	(0, 24, 22, 24)	AGREE
((?:ab){1,6}){12,43}	26	3828	1	(0, 26, 24, 26)	(0, 26, 24, 26)	(0, 26, 24, 26)	AGREE
((?:ab){1,6}){12,43}	27	3828	1	(0, 26, 24, 26)	(0, 26, 24, 26)	(0, 26, 24, 26)	AGREE
((?:ab){1,6}){12,43}	84	58	1	(0, 84, 82, 84)	(0, 84, 82, 84)	(0, 84, 82, 84)	AGREE
((?:ab){1,6}){12,43}	144	1	1	(0, 144, 132, 144)	(0, 144, 132, 144)	(0, 144, 132, 144)	AGREE
((?:ab){1,6}){12,43}	151	1	1	(0, 150, 144, 150)	(0, 150, 144, 150)	(0, 150, 144, 150)	AGREE
((?:ab){2,8}){1,31}	-	-	-	-	-	-	prune-fail: prune_proto: 31 scan sites, 0 clamps inserted (slot base 4)
(a{9,10}){1,20}	-	-	-	-	-	-	prune-fail: prune_proto: 20 scan sites, 0 clamps inserted (slot base 4)
([ab]{0,6}){3,33}	-	-	-	-	-	-	prune-fail: prune_proto: 33 scan sites, 0 clamps inserted (slot base 4)
((?:ab){12,18}){5,27}	0	0	0	()	()	()	AGREE
((?:ab){12,18}){5,27}	118	0	0	()	()	()	AGREE
((?:ab){12,18}){5,27}	119	0	0	()	()	()	AGREE
((?:ab){12,18}){5,27}	120	1712	1	(0, 120, 96, 120)	(0, 120, 96, 120)	(0, 120, 96, 120)	AGREE
((?:ab){12,18}){5,27}	121	1712	1	(0, 120, 96, 120)	(0, 120, 96, 120)	(0, 120, 96, 120)	AGREE
((?:ab){12,18}){5,27}	122	1571	1	(0, 122, 98, 122)	(0, 122, 98, 122)	(0, 122, 98, 122)	AGREE
((?:ab){12,18}){5,27}	123	1571	1	(0, 122, 98, 122)	(0, 122, 98, 122)	(0, 122, 98, 122)	AGREE
((?:ab){12,18}){5,27}	150	31	1	(0, 150, 126, 150)	(0, 150, 126, 150)	(0, 150, 126, 150)	AGREE
((?:ab){12,18}){5,27}	180	1	1	(0, 180, 144, 180)	(0, 180, 144, 180)	(0, 180, 144, 180)	AGREE
((?:ab){12,18}){5,27}	187	1	1	(0, 180, 144, 180)	(0, 180, 144, 180)	(0, 180, 144, 180)	AGREE
((?:abc){2,8}){6,30}	0	0	0	()	()	()	AGREE
((?:abc){2,8}){6,30}	34	0	0	()	()	()	AGREE
((?:abc){2,8}){6,30}	35	0	0	()	()	()	AGREE
((?:abc){2,8}){6,30}	36	217	1	(0, 36, 30, 36)	(0, 36, 30, 36)	(0, 36, 30, 36)	AGREE
((?:abc){2,8}){6,30}	37	217	1	(0, 36, 30, 36)	(0, 36, 30, 36)	(0, 36, 30, 36)	AGREE
((?:abc){2,8}){6,30}	38	217	1	(0, 36, 30, 36)	(0, 36, 30, 36)	(0, 36, 30, 36)	AGREE
((?:abc){2,8}){6,30}	39	212	1	(0, 39, 33, 39)	(0, 39, 33, 39)	(0, 39, 33, 39)	AGREE
((?:abc){2,8}){6,30}	40	212	1	(0, 39, 33, 39)	(0, 39, 33, 39)	(0, 39, 33, 39)	AGREE
((?:abc){2,8}){6,30}	41	212	1	(0, 39, 33, 39)	(0, 39, 33, 39)	(0, 39, 33, 39)	AGREE
((?:abc){2,8}){6,30}	90	10	1	(0, 90, 84, 90)	(0, 90, 84, 90)	(0, 90, 84, 90)	AGREE
((?:abc){2,8}){6,30}	144	1	1	(0, 144, 120, 144)	(0, 144, 120, 144)	(0, 144, 120, 144)	AGREE
((?:abc){2,8}){6,30}	151	1	1	(0, 150, 144, 150)	(0, 150, 144, 150)	(0, 150, 144, 150)	AGREE
([ab]{1,7}){3,25}	0	0	0	()	()	()	AGREE
([ab]{1,7}){3,25}	1	0	0	()	()	()	AGREE
([ab]{1,7}){3,25}	2	0	0	()	()	()	AGREE
([ab]{1,7}){3,25}	3	5	1	(0, 3, 2, 3)	(0, 3, 2, 3)	(0, 3, 2, 3)	AGREE
([ab]{1,7}){3,25}	4	5	1	(0, 4, 3, 4)	(0, 4, 3, 4)	(0, 4, 3, 4)	AGREE
([ab]{1,7}){3,25}	5	5	1	(0, 5, 4, 5)	(0, 5, 4, 5)	(0, 5, 4, 5)	AGREE
([ab]{1,7}){3,25}	12	2	1	(0, 12, 11, 12)	(0, 12, 11, 12)	(0, 12, 11, 12)	AGREE
([ab]{1,7}){3,25}	21	1	1	(0, 21, 14, 21)	(0, 21, 14, 21)	(0, 21, 14, 21)	AGREE
([ab]{1,7}){3,25}	28	1	1	(0, 28, 21, 28)	(0, 28, 21, 28)	(0, 28, 21, 28)	AGREE
((?:[ab][cd]){4,5}){4,40}	0	0	0	()	()	()	AGREE
((?:[ab][cd]){4,5}){4,40}	30	0	0	()	()	()	AGREE
((?:[ab][cd]){4,5}){4,40}	31	0	0	()	()	()	AGREE
((?:[ab][cd]){4,5}){4,40}	32	12	1	(0, 32, 24, 32)	(0, 32, 24, 32)	(0, 32, 24, 32)	AGREE
((?:[ab][cd]){4,5}){4,40}	33	12	1	(0, 32, 24, 32)	(0, 32, 24, 32)	(0, 32, 24, 32)	AGREE
((?:[ab][cd]){4,5}){4,40}	34	5	1	(0, 34, 26, 34)	(0, 34, 26, 34)	(0, 34, 26, 34)	AGREE
((?:[ab][cd]){4,5}){4,40}	35	5	1	(0, 34, 26, 34)	(0, 34, 26, 34)	(0, 34, 26, 34)	AGREE
((?:[ab][cd]){4,5}){4,40}	36	2	1	(0, 36, 28, 36)	(0, 36, 28, 36)	(0, 36, 28, 36)	AGREE
((?:[ab][cd]){4,5}){4,40}	40	1	1	(0, 40, 30, 40)	(0, 40, 30, 40)	(0, 40, 30, 40)	AGREE
((?:[ab][cd]){4,5}){4,40}	47	1	1	(0, 40, 30, 40)	(0, 40, 30, 40)	(0, 40, 30, 40)	AGREE
([ab]{10,14}){6,13}	0	0	0	()	()	()	AGREE
([ab]{10,14}){6,13}	58	0	0	()	()	()	AGREE
([ab]{10,14}){6,13}	59	0	0	()	()	()	AGREE
([ab]{10,14}){6,13}	60	2529	1	(0, 60, 50, 60)	(0, 60, 50, 60)	(0, 60, 50, 60)	AGREE
([ab]{10,14}){6,13}	61	2183	1	(0, 61, 51, 61)	(0, 61, 51, 61)	(0, 61, 51, 61)	AGREE
([ab]{10,14}){6,13}	62	1757	1	(0, 62, 52, 62)	(0, 62, 52, 62)	(0, 62, 52, 62)	AGREE
([ab]{10,14}){6,13}	72	29	1	(0, 72, 62, 72)	(0, 72, 62, 72)	(0, 72, 62, 72)	AGREE
([ab]{10,14}){6,13}	84	1	1	(0, 84, 70, 84)	(0, 84, 70, 84)	(0, 84, 70, 84)	AGREE
([ab]{10,14}){6,13}	91	1	1	(0, 84, 70, 84)	(0, 84, 70, 84)	(0, 84, 70, 84)	AGREE
([ab]{7,11}){2,33}	0	0	0	()	()	()	AGREE
([ab]{7,11}){2,33}	12	0	0	()	()	()	AGREE
([ab]{7,11}){2,33}	13	0	0	()	()	()	AGREE
([ab]{7,11}){2,33}	14	5	1	(0, 14, 7, 14)	(0, 14, 7, 14)	(0, 14, 7, 14)	AGREE
([ab]{7,11}){2,33}	15	4	1	(0, 15, 8, 15)	(0, 15, 8, 15)	(0, 15, 8, 15)	AGREE
([ab]{7,11}){2,33}	16	3	1	(0, 16, 9, 16)	(0, 16, 9, 16)	(0, 16, 9, 16)	AGREE
([ab]{7,11}){2,33}	18	1	1	(0, 18, 11, 18)	(0, 18, 11, 18)	(0, 18, 11, 18)	AGREE
([ab]{7,11}){2,33}	22	1	1	(0, 22, 11, 22)	(0, 22, 11, 22)	(0, 22, 11, 22)	AGREE
([ab]{7,11}){2,33}	29	1	1	(0, 29, 22, 29)	(0, 29, 22, 29)	(0, 29, 22, 29)	AGREE
(a{3,10}){6,37}	0	0	0	()	()	()	AGREE
(a{3,10}){6,37}	16	0	0	()	()	()	AGREE
(a{3,10}){6,37}	17	0	0	()	()	()	AGREE
(a{3,10}){6,37}	18	539	1	(0, 18, 15, 18)	(0, 18, 15, 18)	(0, 18, 15, 18)	AGREE
(a{3,10}){6,37}	19	526	1	(0, 19, 16, 19)	(0, 19, 16, 19)	(0, 19, 16, 19)	AGREE
(a{3,10}){6,37}	20	507	1	(0, 20, 17, 20)	(0, 20, 17, 20)	(0, 20, 17, 20)	AGREE
(a{3,10}){6,37}	39	16	1	(0, 39, 36, 39)	(0, 39, 36, 39)	(0, 39, 36, 39)	AGREE
(a{3,10}){6,37}	60	1	1	(0, 60, 50, 60)	(0, 60, 50, 60)	(0, 60, 50, 60)	AGREE
(a{3,10}){6,37}	67	1	1	(0, 67, 60, 67)	(0, 67, 60, 67)	(0, 67, 60, 67)	AGREE
(a{1,4}){7,16}	0	0	0	()	()	()	AGREE
(a{1,4}){7,16}	5	0	0	()	()	()	AGREE
(a{1,4}){7,16}	6	0	0	()	()	()	AGREE
(a{1,4}){7,16}	7	109	1	(0, 7, 6, 7)	(0, 7, 6, 7)	(0, 7, 6, 7)	AGREE
(a{1,4}){7,16}	8	101	1	(0, 8, 7, 8)	(0, 8, 7, 8)	(0, 8, 7, 8)	AGREE
(a{1,4}){7,16}	9	85	1	(0, 9, 8, 9)	(0, 9, 8, 9)	(0, 9, 8, 9)	AGREE
(a{1,4}){7,16}	17	11	1	(0, 17, 16, 17)	(0, 17, 16, 17)	(0, 17, 16, 17)	AGREE
(a{1,4}){7,16}	28	1	1	(0, 28, 24, 28)	(0, 28, 24, 28)	(0, 28, 24, 28)	AGREE
(a{1,4}){7,16}	35	1	1	(0, 35, 32, 35)	(0, 35, 32, 35)	(0, 35, 32, 35)	AGREE
(a{5,13}){1,8}	-	-	-	-	-	-	prune-fail: prune_proto: 8 scan sites, 0 clamps inserted (slot base 4)
([ab]{9,14}){4,34}	0	0	0	()	()	()	AGREE
([ab]{9,14}){4,34}	34	0	0	()	()	()	AGREE
([ab]{9,14}){4,34}	35	0	0	()	()	()	AGREE
([ab]{9,14}){4,34}	36	200	1	(0, 36, 27, 36)	(0, 36, 27, 36)	(0, 36, 27, 36)	AGREE
([ab]{9,14}){4,34}	37	178	1	(0, 37, 28, 37)	(0, 37, 28, 37)	(0, 37, 28, 37)	AGREE
([ab]{9,14}){4,34}	38	150	1	(0, 38, 29, 38)	(0, 38, 29, 38)	(0, 38, 29, 38)	AGREE
([ab]{9,14}){4,34}	46	6	1	(0, 46, 37, 46)	(0, 46, 37, 46)	(0, 46, 37, 46)	AGREE
([ab]{9,14}){4,34}	56	1	1	(0, 56, 42, 56)	(0, 56, 42, 56)	(0, 56, 42, 56)	AGREE
