# population=uprops cc=gcc-16 cflags=-O2 -std=gnu11 -Wall -Wextra dp=c date=2026-09-11T09:05:22
set	intervals	members	span	lam	policy	sections	text	rodata	total	model_ro	model_ops	verify	mismatches	discovery_s	forms
COPT	3	137	10526	16	mid	3	72	0	72	0	0.0	PASS	0	0.003203	ALL:3
COPT	3	137	10526	256	speed	3	72	0	72	0	0.0	PASS	0	0.003118	ALL:3
DOGR	3	82	69336	0	size	1	60	0	60	0	6.0	PASS	0	0.003184	RANGES:1
DOGR	3	82	69336	16	mid	3	80	0	80	0	0.0	PASS	0	0.003187	ALL:3
DOGR	3	82	69336	256	speed	3	80	0	80	0	0.0	PASS	0	0.003295	ALL:3
ELBA	3	42	66673	0	size	1	52	0	52	0	6.0	PASS	0	0.003066	RANGES:1
ELBA	3	42	66673	16	mid	3	68	0	68	0	0.0	PASS	0	0.003191	ALL:3
ELBA	3	42	66673	256	speed	3	68	0	68	0	0.0	PASS	0	0.003192	ALL:3
GARA	3	69	80	0	size	2	96	0	96	0	3.0	PASS	0	0.003212	ALL:1,MASK64:1
GARA	3	69	80	16	mid	3	76	0	76	0	0.0	PASS	0	0.003306	ALL:3
GARA	3	69	80	256	speed	3	76	0	76	0	0.0	PASS	0	0.003117	ALL:3
HATR	3	26	32	0	size	1	32	0	32	0	3.0	PASS	0	0.003106	MASK64:1
HATR	3	26	32	16	mid	1	32	0	32	0	3.0	PASS	0	0.003093	MASK64:1
HATR	3	26	32	256	speed	3	72	0	72	0	0.0	PASS	0	0.003189	ALL:3
HUNG	3	108	128	0	size	1	68	18	86	18	12.0	PASS	0	0.003101	PAGE64:1
HUNG	3	108	128	16	mid	3	76	0	76	0	0.0	PASS	0	0.003149	ALL:3
HUNG	3	108	128	256	speed	3	76	0	76	0	0.0	PASS	0	0.003110	ALL:3
JAVA	3	90	96	0	size	2	84	0	84	0	3.0	PASS	0	0.003461	ALL:1,MASK64:1
JAVA	3	90	96	16	mid	3	72	0	72	0	0.0	PASS	0	0.003153	ALL:3
JAVA	3	90	96	256	speed	3	72	0	72	0	0.0	PASS	0	0.003026	ALL:3
JAVA	3	91	96	0	size	2	88	0	88	0	3.0	PASS	0	0.003423	ALL:1,MASK64:1
JAVA	3	91	96	16	mid	3	68	0	68	0	0.0	PASS	0	0.003265	ALL:3
JAVA	3	91	96	256	speed	3	68	0	68	0	0.0	PASS	0	0.003152	ALL:3
KAWI	3	87	91	0	size	2	76	0	76	0	3.0	PASS	0	0.003445	ALL:1,MASK64:1
KAWI	3	87	91	16	mid	3	72	0	72	0	0.0	PASS	0	0.003379	ALL:3
KAWI	3	87	91	256	speed	3	72	0	72	0	0.0	PASS	0	0.003316	ALL:3
KITS	3	472	7452	0	size	1	76	0	76	0	6.0	PASS	0	0.003389	RANGES:1
KITS	3	472	7452	16	mid	3	88	0	88	0	0.0	PASS	0	0.003329	ALL:3
KITS	3	472	7452	256	speed	3	88	0	88	0	0.0	PASS	0	0.003095	ALL:3
LEPC	3	74	80	0	size	2	88	0	88	0	3.0	PASS	0	0.003341	ALL:1,MASK64:1
LEPC	3	74	80	16	mid	3	72	0	72	0	0.0	PASS	0	0.003256	ALL:3
LEPC	3	74	80	256	speed	3	72	0	72	0	0.0	PASS	0	0.003082	ALL:3
LINA	3	341	360	0	size	2	96	0	96	0	3.0	PASS	0	0.003308	ALL:1,MASK64:1
LINA	3	341	360	16	mid	3	76	0	76	0	0.0	PASS	0	0.003143	ALL:3
LINA	3	341	360	256	speed	3	76	0	76	0	0.0	PASS	0	0.003097	ALL:3
MAND	3	30	543	0	size	2	68	0	68	0	3.0	PASS	0	0.003148	ALL:1,MASK64:1
MAND	3	30	543	16	mid	3	60	0	60	0	0.0	PASS	0	0.003104	ALL:3
MAND	3	30	543	256	speed	3	60	0	60	0	0.0	PASS	0	0.003145	ALL:3
MANI	3	52	66743	0	size	2	92	0	92	0	3.0	PASS	0	0.003230	ALL:1,MASK64:1
MANI	3	52	66743	16	mid	3	76	0	76	0	0.0	PASS	0	0.003323	ALL:3
MANI	3	52	66743	256	speed	3	76	0	76	0	0.0	PASS	0	0.003247	ALL:3
MARC	3	68	71	0	size	2	76	0	76	0	3.0	PASS	0	0.003263	ALL:1,MASK64:1
MARC	3	68	71	16	mid	3	76	0	76	0	0.0	PASS	0	0.003179	ALL:3
MARC	3	68	71	256	speed	3	76	0	76	0	0.0	PASS	0	0.003487	ALL:3
MERC	3	90	96	0	size	2	76	0	76	0	3.0	PASS	0	0.003206	ALL:1,MASK64:1
MERC	3	90	96	16	mid	3	76	0	76	0	0.0	PASS	0	0.003193	ALL:3
MERC	3	90	96	256	speed	3	76	0	76	0	0.0	PASS	0	0.003280	ALL:3
MIAO	3	149	160	0	size	1	60	0	60	0	6.0	PASS	0	0.003101	RANGES:1
MIAO	3	149	160	16	mid	3	76	0	76	0	0.0	PASS	0	0.003378	ALL:3
MIAO	3	149	160	256	speed	3	76	0	76	0	0.0	PASS	0	0.003114	ALL:3
MODI	3	89	28202	0	size	1	64	0	64	0	6.0	PASS	0	0.003147	RANGES:1
MODI	3	89	28202	16	mid	3	84	0	84	0	0.0	PASS	0	0.003062	ALL:3
MODI	3	89	28202	256	speed	3	84	0	84	0	0.0	PASS	0	0.003144	ALL:3
MRO	3	43	48	0	size	1	36	0	36	0	3.0	PASS	0	0.003132	MASK64:1
MRO	3	43	48	16	mid	1	36	0	36	0	3.0	PASS	0	0.003120	MASK64:1
MRO	3	43	48	256	speed	3	72	0	72	0	0.0	PASS	0	0.003232	ALL:3
MTEI	3	79	282	0	size	2	88	0	88	0	3.0	PASS	0	0.003069	ALL:1,MASK64:1
MTEI	3	79	282	16	mid	3	72	0	72	0	0.0	PASS	0	0.003170	ALL:3
MTEI	3	79	282	256	speed	3	72	0	72	0	0.0	PASS	0	0.003376	ALL:3
NAND	3	65	69	0	size	2	76	0	76	0	3.0	PASS	0	0.003777	ALL:1,MASK64:1
NAND	3	65	69	16	mid	3	76	0	76	0	0.0	PASS	0	0.003603	ALL:3
NAND	3	65	69	256	speed	3	76	0	76	0	0.0	PASS	0	0.003356	ALL:3
ONAO	3	46	122012	0	size	2	92	0	92	0	3.0	PASS	0	0.003174	ALL:1,MASK64:1
ONAO	3	46	122012	16	mid	3	76	0	76	0	0.0	PASS	0	0.003123	ALL:3
ONAO	3	46	122012	256	speed	3	76	0	76	0	0.0	PASS	0	0.003257	ALL:3
ORKH	3	75	60399	0	size	1	60	0	60	0	6.0	PASS	0	0.003577	RANGES:1
ORKH	3	75	60399	16	mid	3	76	0	76	0	0.0	PASS	0	0.003201	ALL:3
ORKH	3	75	60399	256	speed	3	76	0	76	0	0.0	PASS	0	0.003157	ALL:3
OUGR	3	28	67914	0	size	1	56	0	56	0	6.0	PASS	0	0.003060	RANGES:1
OUGR	3	28	67914	16	mid	3	72	0	72	0	0.0	PASS	0	0.003180	ALL:3
OUGR	3	28	67914	256	speed	3	72	0	72	0	0.0	PASS	0	0.003081	ALL:3
PHLP	3	29	48	0	size	1	36	0	36	0	3.0	PASS	0	0.003197	MASK64:1
PHLP	3	29	48	16	mid	1	36	0	36	0	3.0	PASS	0	0.003140	MASK64:1
PHLP	3	29	48	256	speed	3	76	0	76	0	0.0	PASS	0	0.003150	ALL:3
SAMR	3	62	9778	0	size	2	68	0	68	0	3.0	PASS	0	0.003112	ALL:1,MASK64:1
SAMR	3	62	9778	16	mid	3	64	0	64	0	0.0	PASS	0	0.003176	ALL:3
SAMR	3	62	9778	256	speed	3	64	0	64	0	0.0	PASS	0	0.003189	ALL:3
SGNW	3	672	688	0	size	2	96	0	96	0	3.0	PASS	0	0.003179	ALL:1,MASK64:1
SGNW	3	672	688	16	mid	3	76	0	76	0	0.0	PASS	0	0.003208	ALL:3
SGNW	3	672	688	256	speed	3	76	0	76	0	0.0	PASS	0	0.003059	ALL:3
SYLO	3	57	40649	0	size	1	52	0	52	0	6.0	PASS	0	0.003182	RANGES:1
SYLO	3	57	40649	16	mid	3	64	0	64	0	0.0	PASS	0	0.003180	ALL:3
SYLO	3	57	40649	256	speed	3	64	0	64	0	0.0	PASS	0	0.003209	ALL:3
TAGB	3	18	20	0	size	1	36	0	36	0	3.0	PASS	0	0.003086	MASK64:1
TAGB	3	18	20	16	mid	1	36	0	36	0	3.0	PASS	0	0.003116	MASK64:1
TAGB	3	18	20	256	speed	3	68	0	68	0	0.0	PASS	0	0.003087	ALL:3
TFNG	3	59	80	0	size	2	88	0	88	0	3.0	PASS	0	0.003346	ALL:1,MASK64:1
TFNG	3	59	80	16	mid	2	80	0	80	0	2.0	PASS	0	0.003293	ALL:1,CUBES:1
TFNG	3	59	80	256	speed	3	72	0	72	0	0.0	PASS	0	0.003181	ALL:3
TGLG	3	25	55	0	size	1	36	0	36	0	3.0	PASS	0	0.003135	MASK64:1
TGLG	3	25	55	16	mid	1	36	0	36	0	3.0	PASS	0	0.003120	MASK64:1
TGLG	3	25	55	256	speed	3	68	0	68	0	0.0	PASS	0	0.003087	ALL:3
YEZI	3	47	50	0	size	1	36	0	36	0	3.0	PASS	0	0.003119	MASK64:1
YEZI	3	47	50	16	mid	1	36	0	36	0	3.0	PASS	0	0.003192	MASK64:1
YEZI	3	47	50	256	speed	3	72	0	72	0	0.0	PASS	0	0.003140	ALL:3
AGHB	2	53	64	0	size	1	32	0	32	0	3.0	PASS	0	0.003101	MASK64:1
AGHB	2	53	64	16	mid	2	52	0	52	0	0.0	PASS	0	0.003341	ALL:2
AGHB	2	53	64	256	speed	2	52	0	52	0	0.0	PASS	0	0.003220	ALL:2
ARMI	2	31	32	0	size	1	32	0	32	0	3.0	PASS	0	0.003103	MASK64:1
ARMI	2	31	32	16	mid	2	32	0	32	0	0.0	PASS	0	0.003223	ALL:2
ARMI	2	31	32	256	speed	2	32	0	32	0	0.0	PASS	0	0.003051	ALL:2
AVST	2	61	64	0	size	1	32	0	32	0	3.0	PASS	0	0.003211	MASK64:1
AVST	2	61	64	16	mid	2	44	0	44	0	0.0	PASS	0	0.003156	ALL:2
AVST	2	61	64	256	speed	2	44	0	44	0	0.0	PASS	0	0.003160	ALL:2
BALI	2	127	128	0	size	1	28	0	28	0	4.0	PASS	0	0.003111	RANGES:1
BALI	2	127	128	16	mid	2	28	0	28	0	0.0	PASS	0	0.003024	ALL:2
BALI	2	127	128	256	speed	2	28	0	28	0	0.0	PASS	0	0.003156	ALL:2
BAMU	2	657	50073	0	size	1	52	0	52	0	4.0	PASS	0	0.003103	RANGES:1
BAMU	2	657	50073	16	mid	2	52	0	52	0	0.0	PASS	0	0.003157	ALL:2
BAMU	2	657	50073	256	speed	2	52	0	52	0	0.0	PASS	0	0.003139	ALL:2
BASS	2	36	38	0	size	1	36	0	36	0	3.0	PASS	0	0.003206	MASK64:1
BASS	2	36	38	16	mid	2	44	0	44	0	0.0	PASS	0	0.003051	ALL:2
BASS	2	36	38	256	speed	2	44	0	44	0	0.0	PASS	0	0.003252	ALL:2
BATK	2	56	64	0	size	1	32	0	32	0	3.0	PASS	0	0.003146	MASK64:1
BATK	2	56	64	16	mid	2	44	0	44	0	0.0	PASS	0	0.003101	ALL:2
BATK	2	56	64	256	speed	2	44	0	44	0	0.0	PASS	0	0.003253	ALL:2
BUGI	2	30	32	0	size	1	32	0	32	0	3.0	PASS	0	0.003144	MASK64:1
BUGI	2	30	32	16	mid	2	44	0	44	0	0.0	PASS	0	0.003237	ALL:2
BUGI	2	30	32	256	speed	2	44	0	44	0	0.0	PASS	0	0.003188	ALL:2
BUHD	2	22	31	0	size	1	36	0	36	0	3.0	PASS	0	0.003162	MASK64:1
BUHD	2	22	31	16	mid	2	44	0	44	0	0.0	PASS	0	0.003177	ALL:2
BUHD	2	22	31	256	speed	2	44	0	44	0	0.0	PASS	0	0.003121	ALL:2
CAKM	2	71	72	0	size	1	32	0	32	0	4.0	PASS	0	0.003083	RANGES:1
CAKM	2	71	72	16	mid	2	32	0	32	0	0.0	PASS	0	0.003161	ALL:2
CAKM	2	71	72	256	speed	2	32	0	32	0	0.0	PASS	0	0.003301	ALL:2
CC	2	65	160	0	size	1	32	0	32	0	4.0	PASS	0	0.003200	RANGES:1
CC	2	65	160	16	mid	2	32	0	32	0	0.0	PASS	0	0.003192	ALL:2
CC	2	65	160	256	speed	2	32	0	32	0	0.0	PASS	0	0.003123	ALL:2
CPMN	2	101	12019	0	size	1	52	0	52	0	4.0	PASS	0	0.003200	RANGES:1
CPMN	2	101	12019	16	mid	2	52	0	52	0	0.0	PASS	0	0.003214	ALL:2
CPMN	2	101	12019	256	speed	2	52	0	52	0	0.0	PASS	0	0.003211	ALL:2
EGYP	2	5105	5115	0	size	1	44	0	44	0	4.0	PASS	0	0.003070	RANGES:1
EGYP	2	5105	5115	16	mid	2	44	0	44	0	0.0	PASS	0	0.003288	ALL:2
EGYP	2	5105	5115	256	speed	2	44	0	44	0	0.0	PASS	0	0.003100	ALL:2
GUKH	2	59	88021	0	size	1	48	0	48	0	4.0	PASS	0	0.003370	RANGES:1
GUKH	2	59	88021	16	mid	2	48	0	48	0	0.0	PASS	0	0.003839	ALL:2
GUKH	2	59	88021	256	speed	2	48	0	48	0	0.0	PASS	0	0.003546	ALL:2
ITAL	2	39	48	0	size	1	36	0	36	0	3.0	PASS	0	0.003171	MASK64:1
ITAL	2	39	48	16	mid	2	44	0	44	0	0.0	PASS	0	0.003103	ALL:2
ITAL	2	39	48	256	speed	2	44	0	44	0	0.0	PASS	0	0.003334	ALL:2
KALI	2	47	48	0	size	1	36	0	36	0	3.0	PASS	0	0.003104	MASK64:1
KALI	2	47	48	16	mid	2	28	0	28	0	0.0	PASS	0	0.003299	ALL:2
KALI	2	47	48	256	speed	2	28	0	28	0	0.0	PASS	0	0.003105	ALL:2
KHOJ	2	65	66	0	size	1	32	0	32	0	4.0	PASS	0	0.003137	RANGES:1
KHOJ	2	65	66	16	mid	2	32	0	32	0	0.0	PASS	0	0.003110	ALL:2
KHOJ	2	65	66	256	speed	2	32	0	32	0	0.0	PASS	0	0.003051	ALL:2
KTHI	2	68	78	0	size	1	48	0	48	0	4.0	PASS	0	0.003261	RANGES:1
KTHI	2	68	78	16	mid	2	52	0	52	0	0.0	PASS	0	0.003084	ALL:2
KTHI	2	68	78	256	speed	2	52	0	52	0	0.0	PASS	0	0.003155	ALL:2
LISU	2	49	31457	0	size	1	52	0	52	0	4.0	PASS	0	0.003228	RANGES:1
LISU	2	49	31457	16	mid	2	56	0	56	0	0.0	PASS	0	0.003181	ALL:2
LISU	2	49	31457	256	speed	2	56	0	56	0	0.0	PASS	0	0.003178	ALL:2
LYCI	2	30	57923	0	size	1	52	0	52	0	4.0	PASS	0	0.003284	RANGES:1
LYCI	2	30	57923	16	mid	2	56	0	56	0	0.0	PASS	0	0.003259	ALL:2
LYCI	2	30	57923	256	speed	2	56	0	56	0	0.0	PASS	0	0.003143	ALL:2
LYDI	2	27	32	0	size	1	32	0	32	0	3.0	PASS	0	0.003165	MASK64:1
LYDI	2	27	32	16	mid	2	52	0	52	0	0.0	PASS	0	0.004598	ALL:2
LYDI	2	27	32	256	speed	2	52	0	52	0	0.0	PASS	0	0.003138	ALL:2
MAND	2	29	31	0	size	1	28	0	28	0	3.0	PASS	0	0.003149	MASK64:1
MAND	2	29	31	16	mid	2	40	0	40	0	0.0	PASS	0	0.003247	ALL:2
MAND	2	29	31	256	speed	2	40	0	40	0	0.0	PASS	0	0.003111	ALL:2
MANI	2	51	55	0	size	1	36	0	36	0	3.0	PASS	0	0.003113	MASK64:1
MANI	2	51	55	16	mid	2	44	0	44	0	0.0	PASS	0	0.003060	ALL:2
MANI	2	51	55	256	speed	2	44	0	44	0	0.0	PASS	0	0.003230	ALL:2
MEND	2	213	215	0	size	1	44	0	44	0	4.0	PASS	0	0.003312	RANGES:1
MEND	2	213	215	16	mid	2	44	0	44	0	0.0	PASS	0	0.003239	ALL:2
MEND	2	213	215	256	speed	2	44	0	44	0	0.0	PASS	0	0.003183	ALL:2
MERO	2	33	59715	0	size	1	52	0	52	0	4.0	PASS	0	0.003213	RANGES:1
MERO	2	33	59715	16	mid	2	56	0	56	0	0.0	PASS	0	0.005796	ALL:2
MERO	2	33	59715	256	speed	2	56	0	56	0	0.0	PASS	0	0.005872	ALL:2
MODI	2	79	90	0	size	1	44	0	44	0	4.0	PASS	0	0.005807	RANGES:1
MODI	2	79	90	16	mid	2	44	0	44	0	0.0	PASS	0	0.005511	ALL:2
MODI	2	79	90	256	speed	2	44	0	44	0	0.0	PASS	0	0.005983	ALL:2
NBAT	2	40	48	0	size	1	36	0	36	0	3.0	PASS	0	0.005918	MASK64:1
NBAT	2	40	48	16	mid	2	44	0	44	0	0.0	PASS	0	0.006130	ALL:2
NBAT	2	40	48	256	speed	2	44	0	44	0	0.0	PASS	0	0.005572	ALL:2
NEWA	2	97	98	0	size	1	32	0	32	0	4.0	PASS	0	0.006091	RANGES:1
NEWA	2	97	98	16	mid	2	32	0	32	0	0.0	PASS	0	0.003725	ALL:2
NEWA	2	97	98	256	speed	2	32	0	32	0	0.0	PASS	0	0.005968	ALL:2
NKO	2	62	64	0	size	1	28	0	28	0	3.0	PASS	0	0.005842	MASK64:1
NKO	2	62	64	16	mid	2	36	0	36	0	0.0	PASS	0	0.005847	ALL:2
NKO	2	62	64	256	speed	2	36	0	36	0	0.0	PASS	0	0.005782	ALL:2
NSHU	2	397	17179	0	size	1	52	0	52	0	4.0	PASS	0	0.005917	RANGES:1
NSHU	2	397	17179	16	mid	2	60	0	60	0	0.0	PASS	0	0.005794	ALL:2
NSHU	2	397	17179	256	speed	2	60	0	60	0	0.0	PASS	0	0.004135	ALL:2
ONAO	2	44	48	0	size	1	36	0	36	0	3.0	PASS	0	0.003361	MASK64:1
ONAO	2	44	48	16	mid	2	52	0	52	0	0.0	PASS	0	0.003128	ALL:2
ONAO	2	44	48	256	speed	2	52	0	52	0	0.0	PASS	0	0.003103	ALL:2
OSGE	2	72	76	0	size	1	44	0	44	0	4.0	PASS	0	0.003153	RANGES:1
OSGE	2	72	76	16	mid	2	44	0	44	0	0.0	PASS	0	0.003233	ALL:2
OSGE	2	72	76	256	speed	2	44	0	44	0	0.0	PASS	0	0.003116	ALL:2
OSMA	2	40	42	0	size	1	36	0	36	0	3.0	PASS	0	0.003030	MASK64:1
OSMA	2	40	42	16	mid	2	44	0	44	0	0.0	PASS	0	0.003031	ALL:2
OSMA	2	40	42	256	speed	2	44	0	44	0	0.0	PASS	0	0.003488	ALL:2
PHLI	2	27	32	0	size	1	32	0	32	0	3.0	PASS	0	0.003059	MASK64:1
PHLI	2	27	32	16	mid	2	44	0	44	0	0.0	PASS	0	0.003763	ALL:2
PHLI	2	27	32	256	speed	2	44	0	44	0	0.0	PASS	0	0.003518	ALL:2
PHNX	2	29	32	0	size	1	32	0	32	0	3.0	PASS	0	0.003166	MASK64:1
PHNX	2	29	32	16	mid	2	52	0	52	0	0.0	PASS	0	0.003078	ALL:2
PHNX	2	29	32	256	speed	2	52	0	52	0	0.0	PASS	0	0.003247	ALL:2
PRTI	2	30	32	0	size	1	32	0	32	0	3.0	PASS	0	0.003141	MASK64:1
PRTI	2	30	32	16	mid	2	44	0	44	0	0.0	PASS	0	0.003480	ALL:2
PRTI	2	30	32	256	speed	2	44	0	44	0	0.0	PASS	0	0.003091	ALL:2
RJNG	2	37	48	0	size	1	36	0	36	0	3.0	PASS	0	0.006067	MASK64:1
RJNG	2	37	48	16	mid	2	48	0	48	0	0.0	PASS	0	0.003698	ALL:2
RJNG	2	37	48	256	speed	2	48	0	48	0	0.0	PASS	0	0.003198	ALL:2
ROHG	2	50	58	0	size	1	36	0	36	0	3.0	PASS	0	0.003118	MASK64:1
ROHG	2	50	58	16	mid	2	44	0	44	0	0.0	PASS	0	0.003191	ALL:2
ROHG	2	50	58	256	speed	2	44	0	44	0	0.0	PASS	0	0.003149	ALL:2
RUNR	2	86	89	0	size	1	44	0	44	0	4.0	PASS	0	0.003333	RANGES:1
RUNR	2	86	89	16	mid	2	44	0	44	0	0.0	PASS	0	0.003690	ALL:2
RUNR	2	86	89	256	speed	2	44	0	44	0	0.0	PASS	0	0.003339	ALL:2
SAMR	2	61	63	0	size	1	32	0	32	0	3.0	PASS	0	0.003311	MASK64:1
SAMR	2	61	63	16	mid	2	36	0	36	0	0.0	PASS	0	0.003166	ALL:2
SAMR	2	61	63	256	speed	2	36	0	36	0	0.0	PASS	0	0.003394	ALL:2
SAUR	2	82	90	0	size	1	44	0	44	0	4.0	PASS	0	0.003233	RANGES:1
SAUR	2	82	90	16	mid	2	44	0	44	0	0.0	PASS	0	0.003167	ALL:2
SAUR	2	82	90	256	speed	2	44	0	44	0	0.0	PASS	0	0.003411	ALL:2
SHAW	2	49	66505	0	size	1	48	0	48	0	4.0	PASS	0	0.003261	RANGES:1
SHAW	2	49	66505	16	mid	2	48	0	48	0	0.0	PASS	0	0.003211	ALL:2
SHAW	2	49	66505	256	speed	2	48	0	48	0	0.0	PASS	0	0.003132	ALL:2
SIDD	2	92	94	0	size	1	44	0	44	0	4.0	PASS	0	0.003603	RANGES:1
SIDD	2	92	94	16	mid	2	44	0	44	0	0.0	PASS	0	0.003301	ALL:2
SIDD	2	92	94	256	speed	2	44	0	44	0	0.0	PASS	0	0.003578	ALL:2
SIND	2	69	74	0	size	1	44	0	44	0	4.0	PASS	0	0.003237	RANGES:1
SIND	2	69	74	16	mid	2	44	0	44	0	0.0	PASS	0	0.003269	ALL:2
SIND	2	69	74	256	speed	2	44	0	44	0	0.0	PASS	0	0.003063	ALL:2
SOGD	2	43	67866	0	size	1	48	0	48	0	4.0	PASS	0	0.003053	RANGES:1
SOGD	2	43	67866	16	mid	2	48	0	48	0	0.0	PASS	0	0.003241	ALL:2
SOGD	2	43	67866	256	speed	2	48	0	48	0	0.0	PASS	0	0.003079	ALL:2
SORA	2	35	42	0	size	1	36	0	36	0	3.0	PASS	0	0.003105	MASK64:1
SORA	2	35	42	16	mid	2	44	0	44	0	0.0	PASS	0	0.003456	ALL:2
SORA	2	35	42	256	speed	2	44	0	44	0	0.0	PASS	0	0.003792	ALL:2
SUND	2	72	328	0	size	1	44	0	44	0	4.0	PASS	0	0.003539	RANGES:1
SUND	2	72	328	16	mid	2	44	0	44	0	0.0	PASS	0	0.002947	ALL:2
SUND	2	72	328	256	speed	2	44	0	44	0	0.0	PASS	0	0.003170	ALL:2
SUNU	2	44	58	0	size	1	36	0	36	0	3.0	PASS	0	0.003305	MASK64:1
SUNU	2	44	58	16	mid	2	44	0	44	0	0.0	PASS	0	0.003276	ALL:2
SUNU	2	44	58	256	speed	2	44	0	44	0	0.0	PASS	0	0.003003	ALL:2
TAKR	2	68	74	0	size	1	44	0	44	0	4.0	PASS	0	0.003038	RANGES:1
TAKR	2	68	74	16	mid	2	44	0	44	0	0.0	PASS	0	0.003049	ALL:2
TAKR	2	68	74	256	speed	2	44	0	44	0	0.0	PASS	0	0.003235	ALL:2
TALE	2	35	37	0	size	1	36	0	36	0	3.0	PASS	0	0.003069	MASK64:1
TALE	2	35	37	16	mid	2	44	0	44	0	0.0	PASS	0	0.003481	ALL:2
TALE	2	35	37	256	speed	2	44	0	44	0	0.0	PASS	0	0.003656	ALL:2
TAVT	2	72	96	0	size	1	44	0	44	0	4.0	PASS	0	0.003440	RANGES:1
TAVT	2	72	96	16	mid	2	44	0	44	0	0.0	PASS	0	0.003260	ALL:2
TAVT	2	72	96	256	speed	2	44	0	44	0	0.0	PASS	0	0.005066	ALL:2
TGLG	2	23	32	0	size	1	32	0	32	0	3.0	PASS	0	0.003429	MASK64:1
TGLG	2	23	32	16	mid	2	48	0	48	0	0.0	PASS	0	0.003300	ALL:2
TGLG	2	23	32	256	speed	2	48	0	48	0	0.0	PASS	0	0.003422	ALL:2
THAI	2	86	91	0	size	1	36	0	36	0	4.0	PASS	0	0.003133	RANGES:1
THAI	2	86	91	16	mid	2	36	0	36	0	0.0	PASS	0	0.003522	ALL:2
THAI	2	86	91	256	speed	2	36	0	36	0	0.0	PASS	0	0.003439	ALL:2
TIRH	2	82	90	0	size	1	44	0	44	0	4.0	PASS	0	0.004349	RANGES:1
TIRH	2	82	90	16	mid	2	44	0	44	0	0.0	PASS	0	0.003077	ALL:2
TIRH	2	82	90	256	speed	2	44	0	44	0	0.0	PASS	0	0.003690	ALL:2
TNSA	2	89	90	0	size	1	32	0	32	0	4.0	PASS	0	0.003350	RANGES:1
TNSA	2	89	90	16	mid	2	32	0	32	0	0.0	PASS	0	0.003021	ALL:2
TNSA	2	89	90	256	speed	2	32	0	32	0	0.0	PASS	0	0.003382	ALL:2
TOTO	2	32	122867	0	size	1	48	0	48	0	4.0	PASS	0	0.003615	RANGES:1
TOTO	2	32	122867	16	mid	2	48	0	48	0	0.0	PASS	0	0.004491	ALL:2
TOTO	2	32	122867	256	speed	2	48	0	48	0	0.0	PASS	0	0.005956	ALL:2
UGAR	2	31	32	0	size	1	32	0	32	0	3.0	PASS	0	0.005989	MASK64:1
UGAR	2	31	32	16	mid	2	32	0	32	0	0.0	PASS	0	0.006269	ALL:2
UGAR	2	31	32	256	speed	2	32	0	32	0	0.0	PASS	0	0.006004	ALL:2
WARA	2	84	96	0	size	1	48	0	48	0	4.0	PASS	0	0.005825	RANGES:1
WARA	2	84	96	16	mid	2	52	0	52	0	0.0	PASS	0	0.005966	ALL:2
WARA	2	84	96	256	speed	2	52	0	52	0	0.0	PASS	0	0.005903	ALL:2
WCHO	2	59	64	0	size	1	32	0	32	0	3.0	PASS	0	0.006195	MASK64:1
WCHO	2	59	64	16	mid	2	52	0	52	0	0.0	PASS	0	0.005787	ALL:2
WCHO	2	59	64	256	speed	2	52	0	52	0	0.0	PASS	0	0.006143	ALL:2
XPEO	2	50	54	0	size	1	36	0	36	0	3.0	PASS	0	0.006412	MASK64:1
XPEO	2	50	54	16	mid	2	44	0	44	0	0.0	PASS	0	0.005284	ALL:2
XPEO	2	50	54	256	speed	2	44	0	44	0	0.0	PASS	0	0.006241	ALL:2
YI	2	1220	1223	0	size	1	40	0	40	0	4.0	PASS	0	0.006092	RANGES:1
YI	2	1220	1223	16	mid	2	40	0	40	0	0.0	PASS	0	0.005860	ALL:2
YI	2	1220	1223	256	speed	2	40	0	40	0	0.0	PASS	0	0.006435	ALL:2
ANY	1	1114112	1114112	0	size	1	16	0	16	0	0.0	PASS	0	0.006641	ALL:1
ANY	1	1114112	1114112	16	mid	1	16	0	16	0	0.0	PASS	0	0.006860	ALL:1
ANY	1	1114112	1114112	256	speed	1	16	0	16	0	0.0	PASS	0	0.003258	ALL:1
BRAI	1	256	256	0	size	1	20	0	20	0	0.0	PASS	0	0.007701	ALL:1
BRAI	1	256	256	16	mid	1	20	0	20	0	0.0	PASS	0	0.006816	ALL:1
BRAI	1	256	256	256	speed	1	20	0	20	0	0.0	PASS	0	0.006101	ALL:1
BUHD	1	20	20	0	size	1	20	0	20	0	0.0	PASS	0	0.006370	ALL:1
BUHD	1	20	20	16	mid	1	20	0	20	0	0.0	PASS	0	0.006768	ALL:1
BUHD	1	20	20	256	speed	1	20	0	20	0	0.0	PASS	0	0.003118	ALL:1
CARI	1	49	49	0	size	1	20	0	20	0	0.0	PASS	0	0.006233	ALL:1
CARI	1	49	49	16	mid	1	20	0	20	0	0.0	PASS	0	0.006519	ALL:1
CARI	1	49	49	256	speed	1	20	0	20	0	0.0	PASS	0	0.006363	ALL:1
CHRS	1	28	28	0	size	1	20	0	20	0	0.0	PASS	0	0.006008	ALL:1
CHRS	1	28	28	16	mid	1	20	0	20	0	0.0	PASS	0	0.006322	ALL:1
CHRS	1	28	28	256	speed	1	20	0	20	0	0.0	PASS	0	0.003179	ALL:1
