pattern	subject	algo	rounds	median_ns	ns_per_byte	ns_per_call	load1
s-4096	f-glued	trie	11	1110.0	61.6667	61.6667	2.18
s-4096	f-glued	hash2	11	1570.0	87.2222	87.2222	2.18
s-4096	f-glued	hash4	11	10380.0	576.6667	576.6667	2.18
s-4096	f-glued	vm	11	1150.0	63.8889	63.8889	2.18
s-4096	f-w255	serial	11	111530.0	15932.8571	15932.8571	2.18
s-4096	f-w255	firstbyte	11	5450.0	778.5714	778.5714	2.18
s-4096	f-w255	trie	11	480.0	68.5714	68.5714	2.18
s-4096	f-w255	hash2	11	460.0	65.7143	65.7143	2.18
s-4096	f-w255	hash4	11	3920.0	560.0000	560.0000	2.18
s-4096	f-w255	vm	11	480.0	68.5714	68.5714	2.18
s-4096	f-pfx3	serial	11	126821.0	15852.6250	15852.6250	2.18
s-4096	f-pfx3	firstbyte	11	6600.0	825.0000	825.0000	2.18
s-4096	f-pfx3	trie	11	420.0	52.5000	52.5000	2.18
s-4096	f-pfx3	hash2	11	560.0	70.0000	70.0000	2.18
s-4096	f-pfx3	hash4	11	4160.0	520.0000	520.0000	2.18
s-4096	f-pfx3	vm	11	480.0	60.0000	60.0000	2.18
s-4096	t-128k-sparse	serial	11	1839159680.0	14031.6748	14031.6748	2.12
s-4096	t-128k-sparse	firstbyte	11	89547363.0	683.1922	683.1922	2.12
s-4096	t-128k-sparse	trie	11	7495976.0	57.1898	57.1898	2.12
s-4096	t-128k-sparse	hash2	11	7462075.0	56.9311	56.9311	2.12
s-4096	t-128k-sparse	hash4	11	72268399.0	551.3641	551.3641	2.12
s-4096	t-128k-sparse	vm	11	7577246.0	57.8098	57.8098	2.12
s-4096	f-bg	serial	11	126391.0	15798.8750	15798.8750	2.12
s-4096	f-bg	firstbyte	11	6190.0	773.7500	773.7500	2.12
s-4096	f-bg	trie	11	480.0	60.0000	60.0000	2.12
s-4096	f-bg	hash2	11	520.0	65.0000	65.0000	2.12
s-4096	f-bg	hash4	11	4390.0	548.7500	548.7500	2.12
s-4096	f-bg	vm	11	510.0	63.7500	63.7500	2.12
s-4096	f-upper	serial	11	152731.0	12727.5833	12727.5833	2.12
s-4096	f-upper	firstbyte	11	170.0	14.1667	14.1667	2.12
s-4096	f-upper	trie	11	430.0	35.8333	35.8333	2.12
s-4096	f-upper	hash2	11	270.0	22.5000	22.5000	2.12
s-4096	f-upper	hash4	11	5630.0	469.1667	469.1667	2.12
s-4096	f-upper	vm	11	410.0	34.1667	34.1667	2.12
s-4096	f-near	serial	11	184211.0	15350.9167	15350.9167	2.12
s-4096	f-near	firstbyte	11	9840.0	820.0000	820.0000	2.12
s-4096	f-near	trie	11	780.0	65.0000	65.0000	2.12
s-4096	f-near	hash2	11	1050.0	87.5000	87.5000	2.12
s-4096	f-near	hash4	11	7030.0	585.8333	585.8333	2.12
s-4096	f-near	vm	11	820.0	68.3333	68.3333	2.12
s-4096	f-sfx	serial	11	140771.0	15641.2222	15641.2222	2.12
s-4096	f-sfx	firstbyte	11	7470.0	830.0000	830.0000	2.12
s-4096	f-sfx	trie	11	540.0	60.0000	60.0000	2.12
s-4096	f-sfx	hash2	11	850.0	94.4444	94.4444	2.12
s-4096	f-sfx	hash4	11	5160.0	573.3333	573.3333	2.12
s-4096	f-sfx	vm	11	550.0	61.1111	61.1111	2.12
w-192	f-cnt2	serial	11	9020.0	563.7500	563.7500	2.12
w-192	f-cnt2	firstbyte	11	770.0	48.1250	48.1250	2.12
w-192	f-cnt2	trie	11	760.0	47.5000	47.5000	2.12
w-192	f-cnt2	hash2	11	510.0	31.8750	31.8750	2.12
w-192	f-cnt2	hash4	11	2340.0	146.2500	146.2500	2.12
w-192	f-cnt2	vm	11	720.0	45.0000	45.0000	2.12
w-192	f-nar4	serial	11	6120.0	680.0000	680.0000	2.12
w-192	f-nar4	firstbyte	11	540.0	60.0000	60.0000	2.12
w-192	f-nar4	trie	11	410.0	45.5556	45.5556	2.12
w-192	f-nar4	hash2	11	261.0	29.0000	29.0000	2.12
w-192	f-nar4	hash4	11	1540.0	171.1111	171.1111	2.12
w-192	f-nar4	vm	11	440.0	48.8889	48.8889	2.12
w-192	f-w0	serial	11	7260.0	605.0000	605.0000	2.12
w-192	f-w0	firstbyte	11	610.0	50.8333	50.8333	2.12
w-192	f-w0	trie	11	520.0	43.3333	43.3333	2.12
w-192	f-w0	hash2	11	390.0	32.5000	32.5000	2.12
w-192	f-w0	hash4	11	1810.0	150.8333	150.8333	2.12
w-192	f-w0	vm	11	460.0	38.3333	38.3333	2.12
w-192	f-s4095	serial	11	3430.0	857.5000	857.5000	2.12
w-192	f-s4095	firstbyte	11	260.0	65.0000	65.0000	2.12
w-192	f-s4095	trie	11	200.0	50.0000	50.0000	2.12
w-192	f-s4095	hash2	11	120.0	30.0000	30.0000	2.12
w-192	f-s4095	hash4	11	510.0	127.5000	127.5000	2.12
w-192	f-s4095	vm	11	140.0	35.0000	35.0000	2.12
w-192	f-s0	serial	11	3390.0	847.5000	847.5000	2.12
w-192	f-s0	firstbyte	11	300.0	75.0000	75.0000	2.12
w-192	f-s0	trie	11	160.0	40.0000	40.0000	2.12
w-192	f-s0	hash2	11	120.0	30.0000	30.0000	2.12
w-192	f-s0	hash4	11	570.0	142.5000	142.5000	2.12
w-192	f-s0	vm	11	190.0	47.5000	47.5000	2.12
w-192	t-128k-clean	serial	11	75231926.0	573.9740	573.9740	2.12
w-192	t-128k-clean	firstbyte	11	4465337.0	34.0678	34.0678	2.12
w-192	t-128k-clean	trie	11	4296536.0	32.7800	32.7800	2.12
w-192	t-128k-clean	hash2	11	2881788.0	21.9863	21.9863	2.12
w-192	t-128k-clean	hash4	11	11934453.0	91.0527	91.0527	2.12
w-192	t-128k-clean	vm	11	4286936.0	32.7067	32.7067	2.12
w-192	f-w511	serial	11	5610.0	935.0000	935.0000	2.12
w-192	f-w511	firstbyte	11	370.0	61.6667	61.6667	2.12
w-192	f-w511	trie	11	270.0	45.0000	45.0000	2.12
w-192	f-w511	hash2	11	150.0	25.0000	25.0000	2.12
w-192	f-w511	hash4	11	1010.0	168.3333	168.3333	2.12
w-192	f-w511	vm	11	250.0	41.6667	41.6667	2.12
w-192	f-prefix	serial	11	7260.0	660.0000	660.0000	2.12
w-192	f-prefix	firstbyte	11	580.0	52.7273	52.7273	2.12
w-192	f-prefix	trie	11	550.0	50.0000	50.0000	2.12
w-192	f-prefix	hash2	11	340.0	30.9091	30.9091	2.12
w-192	f-prefix	hash4	11	1670.0	151.8182	151.8182	2.12
w-192	f-prefix	vm	11	510.0	46.3636	46.3636	2.12
w-192	f-w2047	serial	11	5470.0	683.7500	683.7500	2.12
w-192	f-w2047	firstbyte	11	570.0	71.2500	71.2500	2.12
w-192	f-w2047	trie	11	320.0	40.0000	40.0000	2.12
w-192	f-w2047	hash2	11	240.0	30.0000	30.0000	2.12
w-192	f-w2047	hash4	11	1210.0	151.2500	151.2500	2.12
w-192	f-w2047	vm	11	390.0	48.7500	48.7500	2.12
w-192	f-w7	serial	11	2650.0	662.5000	662.5000	2.12
w-192	f-w7	firstbyte	11	210.0	52.5000	52.5000	2.12
w-192	f-w7	trie	11	210.0	52.5000	52.5000	2.12
w-192	f-w7	hash2	11	130.0	32.5000	32.5000	2.12
w-192	f-w7	hash4	11	580.0	145.0000	145.0000	2.12
w-192	f-w7	vm	11	200.0	50.0000	50.0000	2.12
w-192	t-512k-sparse	serial	11	300779165.0	573.6907	573.6907	2.19
w-192	t-512k-sparse	firstbyte	11	17898339.0	34.1384	34.1384	2.19
w-192	t-512k-sparse	trie	11	17196305.0	32.7993	32.7993	2.19
w-192	t-512k-sparse	hash2	11	11561290.0	22.0514	22.0514	2.19
w-192	t-512k-sparse	hash4	11	48520134.0	92.5448	92.5448	2.19
w-192	t-512k-sparse	vm	11	17130624.0	32.6741	32.6741	2.19
w-192	t-128k-dense	serial	11	75067375.0	572.7186	572.7186	2.17
w-192	t-128k-dense	firstbyte	11	4542438.0	34.6561	34.6561	2.17
w-192	t-128k-dense	trie	11	4335526.0	33.0774	33.0774	2.17
w-192	t-128k-dense	hash2	11	2904908.0	22.1627	22.1627	2.17
w-192	t-128k-dense	hash4	11	12135184.0	92.5841	92.5841	2.17
w-192	t-128k-dense	vm	11	4319697.0	32.9567	32.9567	2.17
w-192	f-sh1	serial	11	3400.0	680.0000	680.0000	2.17
w-192	f-sh1	firstbyte	11	230.0	46.0000	46.0000	2.17
w-192	f-sh1	trie	11	200.0	40.0000	40.0000	2.17
w-192	f-sh1	hash2	11	110.0	22.0000	22.0000	2.17
w-192	f-sh1	hash4	11	460.0	92.0000	92.0000	2.17
w-192	f-sh1	vm	11	150.0	30.0000	30.0000	2.17
w-192	f-glued	serial	11	10930.0	607.2222	607.2222	2.17
w-192	f-glued	firstbyte	11	650.0	36.1111	36.1111	2.17
w-192	f-glued	trie	11	590.0	32.7778	32.7778	2.17
w-192	f-glued	hash2	11	430.0	23.8889	23.8889	2.17
w-192	f-glued	hash4	11	1650.0	91.6667	91.6667	2.17
w-192	f-glued	vm	11	740.0	41.1111	41.1111	2.17
w-192	f-w255	serial	11	5150.0	735.7143	735.7143	2.17
w-192	f-w255	firstbyte	11	500.0	71.4286	71.4286	2.17
w-192	f-w255	trie	11	210.0	30.0000	30.0000	2.17
w-192	f-w255	hash2	11	180.0	25.7143	25.7143	2.17
w-192	f-w255	hash4	11	700.0	100.0000	100.0000	2.17
w-192	f-w255	vm	11	240.0	34.2857	34.2857	2.17
w-192	f-pfx3	serial	11	5550.0	693.7500	693.7500	2.17
w-192	f-pfx3	firstbyte	11	320.0	40.0000	40.0000	2.17
w-192	f-pfx3	trie	11	260.0	32.5000	32.5000	2.17
w-192	f-pfx3	hash2	11	190.0	23.7500	23.7500	2.17
w-192	f-pfx3	hash4	11	790.0	98.7500	98.7500	2.17
w-192	f-pfx3	vm	11	270.0	33.7500	33.7500	2.17
w-192	t-128k-sparse	serial	11	74893454.0	571.3917	571.3917	2.17
w-192	t-128k-sparse	firstbyte	11	4469817.0	34.1020	34.1020	2.17
w-192	t-128k-sparse	trie	11	4299836.0	32.8051	32.8051	2.17
w-192	t-128k-sparse	hash2	11	2893098.0	22.0726	22.0726	2.17
w-192	t-128k-sparse	hash4	11	12070213.0	92.0884	92.0884	2.17
w-192	t-128k-sparse	vm	11	4252866.0	32.4468	32.4468	2.17
w-192	f-bg	serial	11	5550.0	693.7500	693.7500	2.17
w-192	f-bg	firstbyte	11	360.0	45.0000	45.0000	2.17
w-192	f-bg	trie	11	260.0	32.5000	32.5000	2.17
w-192	f-bg	hash2	11	200.0	25.0000	25.0000	2.17
w-192	f-bg	hash4	11	730.0	91.2500	91.2500	2.17
w-192	f-bg	vm	11	260.0	32.5000	32.5000	2.17
w-192	f-upper	serial	11	7300.0	608.3333	608.3333	2.17
w-192	f-upper	firstbyte	11	150.0	12.5000	12.5000	2.17
w-192	f-upper	trie	11	280.0	23.3333	23.3333	2.17
w-192	f-upper	hash2	11	210.0	17.5000	17.5000	2.17
w-192	f-upper	hash4	11	1010.0	84.1667	84.1667	2.17
w-192	f-upper	vm	11	390.0	32.5000	32.5000	2.17
w-192	f-near	serial	11	8010.0	667.5000	667.5000	2.17
w-192	f-near	firstbyte	11	460.0	38.3333	38.3333	2.17
w-192	f-near	trie	11	420.0	35.0000	35.0000	2.17
w-192	f-near	hash2	11	280.0	23.3333	23.3333	2.17
w-192	f-near	hash4	11	1110.0	92.5000	92.5000	2.17
w-192	f-near	vm	11	410.0	34.1667	34.1667	2.17
w-192	f-sfx	serial	11	6880.0	764.4444	764.4444	2.17
w-192	f-sfx	firstbyte	11	370.0	41.1111	41.1111	2.17
w-192	f-sfx	trie	11	300.0	33.3333	33.3333	2.17
w-192	f-sfx	hash2	11	210.0	23.3333	23.3333	2.17
w-192	f-sfx	hash4	11	880.0	97.7778	97.7778	2.17
w-192	f-sfx	vm	11	400.0	44.4444	44.4444	2.17
cnt-64	f-cnt2	serial	11	2960.0	185.0000	185.0000	2.17
cnt-64	f-cnt2	firstbyte	11	440.0	27.5000	27.5000	2.17
cnt-64	f-cnt2	trie	11	480.0	30.0000	30.0000	2.17
cnt-64	f-cnt2	hash2	11	360.0	22.5000	22.5000	2.17
cnt-64	f-cnt2	hash4	11	890.0	55.6250	55.6250	2.17
cnt-64	f-cnt2	vm	11	460.0	28.7500	28.7500	2.17
cnt-64	f-nar4	serial	11	1840.0	204.4444	204.4444	2.17
cnt-64	f-nar4	firstbyte	11	250.0	27.7778	27.7778	2.17
cnt-64	f-nar4	trie	11	300.0	33.3333	33.3333	2.17
cnt-64	f-nar4	hash2	11	190.0	21.1111	21.1111	2.17
cnt-64	f-nar4	hash4	11	470.0	52.2222	52.2222	2.17
cnt-64	f-nar4	vm	11	300.0	33.3333	33.3333	2.17
cnt-64	f-w0	serial	11	2280.0	190.0000	190.0000	2.17
cnt-64	f-w0	firstbyte	11	300.0	25.0000	25.0000	2.17
cnt-64	f-w0	trie	11	280.0	23.3333	23.3333	2.17
cnt-64	f-w0	hash2	11	260.0	21.6667	21.6667	2.17
cnt-64	f-w0	hash4	11	980.0	81.6667	81.6667	2.17
cnt-64	f-w0	vm	11	410.0	34.1667	34.1667	2.17
cnt-64	f-s4095	serial	11	880.0	220.0000	220.0000	2.17
cnt-64	f-s4095	firstbyte	11	130.0	32.5000	32.5000	2.17
cnt-64	f-s4095	trie	11	140.0	35.0000	35.0000	2.17
cnt-64	f-s4095	hash2	11	110.0	27.5000	27.5000	2.17
cnt-64	f-s4095	hash4	11	200.0	50.0000	50.0000	2.17
cnt-64	f-s4095	vm	11	90.0	22.5000	22.5000	2.17
cnt-64	f-s0	serial	11	930.0	232.5000	232.5000	2.17
cnt-64	f-s0	firstbyte	11	140.0	35.0000	35.0000	2.17
cnt-64	f-s0	trie	11	130.0	32.5000	32.5000	2.17
cnt-64	f-s0	hash2	11	100.0	25.0000	25.0000	2.17
cnt-64	f-s0	hash4	11	210.0	52.5000	52.5000	2.17
cnt-64	f-s0	vm	11	110.0	27.5000	27.5000	2.17
cnt-64	t-128k-clean	serial	11	24753190.0	188.8519	188.8519	2.17
cnt-64	t-128k-clean	firstbyte	11	2380065.0	18.1585	18.1585	2.17
cnt-64	t-128k-clean	trie	11	5986546.0	45.6737	45.6737	2.17
cnt-64	t-128k-clean	hash2	11	2344834.0	17.8897	17.8897	2.17
cnt-64	t-128k-clean	hash4	11	6453529.0	49.2365	49.2365	2.17
cnt-64	t-128k-clean	vm	11	3582482.0	27.3322	27.3322	2.17
cnt-64	f-w511	serial	11	1340.0	223.3333	223.3333	2.17
cnt-64	f-w511	firstbyte	11	130.0	21.6667	21.6667	2.17
cnt-64	f-w511	trie	11	190.0	31.6667	31.6667	2.17
cnt-64	f-w511	hash2	11	120.0	20.0000	20.0000	2.17
cnt-64	f-w511	hash4	11	320.0	53.3333	53.3333	2.17
cnt-64	f-w511	vm	11	150.0	25.0000	25.0000	2.17
cnt-64	f-prefix	serial	11	2350.0	213.6364	213.6364	2.17
cnt-64	f-prefix	firstbyte	11	210.0	19.0909	19.0909	2.17
cnt-64	f-prefix	trie	11	340.0	30.9091	30.9091	2.17
cnt-64	f-prefix	hash2	11	240.0	21.8182	21.8182	2.17
cnt-64	f-prefix	hash4	11	590.0	53.6364	53.6364	2.17
cnt-64	f-prefix	vm	11	320.0	29.0909	29.0909	2.17
cnt-64	f-w2047	serial	11	1670.0	208.7500	208.7500	2.17
cnt-64	f-w2047	firstbyte	11	180.0	22.5000	22.5000	2.17
cnt-64	f-w2047	trie	11	220.0	27.5000	27.5000	2.17
cnt-64	f-w2047	hash2	11	150.0	18.7500	18.7500	2.17
cnt-64	f-w2047	hash4	11	430.0	53.7500	53.7500	2.17
cnt-64	f-w2047	vm	11	240.0	30.0000	30.0000	2.17
cnt-64	f-w7	serial	11	690.0	172.5000	172.5000	2.17
cnt-64	f-w7	firstbyte	11	90.0	22.5000	22.5000	2.17
cnt-64	f-w7	trie	11	110.0	27.5000	27.5000	2.17
cnt-64	f-w7	hash2	11	100.0	25.0000	25.0000	2.17
cnt-64	f-w7	hash4	11	230.0	57.5000	57.5000	2.17
cnt-64	f-w7	vm	11	120.0	30.0000	30.0000	2.17
cnt-64	t-512k-sparse	serial	11	100222438.0	191.1591	191.1591	2.17
cnt-64	t-512k-sparse	firstbyte	11	9505628.0	18.1305	18.1305	2.17
cnt-64	t-512k-sparse	trie	11	14862610.0	28.3482	28.3482	2.17
cnt-64	t-512k-sparse	hash2	11	9328886.0	17.7934	17.7934	2.17
cnt-64	t-512k-sparse	hash4	11	25740076.0	49.0953	49.0953	2.17
cnt-64	t-512k-sparse	vm	11	14281666.0	27.2401	27.2401	2.17
cnt-64	t-128k-dense	serial	11	24983451.0	190.6086	190.6086	2.24
cnt-64	t-128k-dense	firstbyte	11	2388975.0	18.2264	18.2264	2.24
cnt-64	t-128k-dense	trie	11	3733823.0	28.4868	28.4868	2.24
cnt-64	t-128k-dense	hash2	11	2341324.0	17.8629	17.8629	2.24
cnt-64	t-128k-dense	hash4	11	6463439.0	49.3121	49.3121	2.24
cnt-64	t-128k-dense	vm	11	3586742.0	27.3647	27.3647	2.24
cnt-64	f-sh1	serial	11	1110.0	222.0000	222.0000	2.24
cnt-64	f-sh1	firstbyte	11	110.0	22.0000	22.0000	2.24
cnt-64	f-sh1	trie	11	180.0	36.0000	36.0000	2.24
cnt-64	f-sh1	hash2	11	120.0	24.0000	24.0000	2.24
cnt-64	f-sh1	hash4	11	240.0	48.0000	48.0000	2.24
cnt-64	f-sh1	vm	11	160.0	32.0000	32.0000	2.24
cnt-64	f-glued	serial	11	3560.0	197.7778	197.7778	2.24
cnt-64	f-glued	firstbyte	11	320.0	17.7778	17.7778	2.24
cnt-64	f-glued	trie	11	540.0	30.0000	30.0000	2.24
cnt-64	f-glued	hash2	11	400.0	22.2222	22.2222	2.24
cnt-64	f-glued	hash4	11	920.0	51.1111	51.1111	2.24
cnt-64	f-glued	vm	11	500.0	27.7778	27.7778	2.24
cnt-64	f-w255	serial	11	1530.0	218.5714	218.5714	2.24
cnt-64	f-w255	firstbyte	11	160.0	22.8571	22.8571	2.24
cnt-64	f-w255	trie	11	190.0	27.1429	27.1429	2.24
cnt-64	f-w255	hash2	11	140.0	20.0000	20.0000	2.24
cnt-64	f-w255	hash4	11	380.0	54.2857	54.2857	2.24
cnt-64	f-w255	vm	11	180.0	25.7143	25.7143	2.24
cnt-64	f-pfx3	serial	11	1710.0	213.7500	213.7500	2.24
cnt-64	f-pfx3	firstbyte	11	170.0	21.2500	21.2500	2.24
cnt-64	f-pfx3	trie	11	240.0	30.0000	30.0000	2.24
cnt-64	f-pfx3	hash2	11	180.0	22.5000	22.5000	2.24
cnt-64	f-pfx3	hash4	11	430.0	53.7500	53.7500	2.24
cnt-64	f-pfx3	vm	11	230.0	28.7500	28.7500	2.24
cnt-64	t-128k-sparse	serial	11	24955262.0	190.3935	190.3935	2.24
cnt-64	t-128k-sparse	firstbyte	11	2384854.0	18.1950	18.1950	2.24
cnt-64	t-128k-sparse	trie	11	3744013.0	28.5646	28.5646	2.24
cnt-64	t-128k-sparse	hash2	11	2333045.0	17.7997	17.7997	2.24
cnt-64	t-128k-sparse	hash4	11	6454499.0	49.2439	49.2439	2.24
cnt-64	t-128k-sparse	vm	11	3572411.0	27.2553	27.2553	2.24
cnt-64	f-bg	serial	11	1850.0	231.2500	231.2500	2.24
cnt-64	f-bg	firstbyte	11	220.0	27.5000	27.5000	2.24
cnt-64	f-bg	trie	11	220.0	27.5000	27.5000	2.24
cnt-64	f-bg	hash2	11	200.0	25.0000	25.0000	2.24
cnt-64	f-bg	hash4	11	450.0	56.2500	56.2500	2.24
cnt-64	f-bg	vm	11	220.0	27.5000	27.5000	2.24
cnt-64	f-upper	serial	11	2240.0	186.6667	186.6667	2.24
cnt-64	f-upper	firstbyte	11	150.0	12.5000	12.5000	2.24
cnt-64	f-upper	trie	11	280.0	23.3333	23.3333	2.24
cnt-64	f-upper	hash2	11	260.0	21.6667	21.6667	2.24
cnt-64	f-upper	hash4	11	560.0	46.6667	46.6667	2.24
cnt-64	f-upper	vm	11	280.0	23.3333	23.3333	2.24
cnt-64	f-near	serial	11	2560.0	213.3333	213.3333	2.24
cnt-64	f-near	firstbyte	11	220.0	18.3333	18.3333	2.24
cnt-64	f-near	trie	11	370.0	30.8333	30.8333	2.24
cnt-64	f-near	hash2	11	260.0	21.6667	21.6667	2.24
cnt-64	f-near	hash4	11	650.0	54.1667	54.1667	2.24
cnt-64	f-near	vm	11	360.0	30.0000	30.0000	2.24
cnt-64	f-sfx	serial	11	1870.0	207.7778	207.7778	2.24
cnt-64	f-sfx	firstbyte	11	190.0	21.1111	21.1111	2.24
cnt-64	f-sfx	trie	11	260.0	28.8889	28.8889	2.24
cnt-64	f-sfx	hash2	11	190.0	21.1111	21.1111	2.24
cnt-64	f-sfx	hash4	11	480.0	53.3333	53.3333	2.24
cnt-64	f-sfx	vm	11	280.0	31.1111	31.1111	2.24
srt-512	f-cnt2	serial	11	24430.0	1526.8750	1526.8750	2.24
srt-512	f-cnt2	firstbyte	11	1430.0	89.3750	89.3750	2.24
srt-512	f-cnt2	trie	11	700.0	43.7500	43.7500	2.24
srt-512	f-cnt2	hash2	11	450.0	28.1250	28.1250	2.24
srt-512	f-cnt2	hash4	11	3250.0	203.1250	203.1250	2.24
srt-512	f-cnt2	vm	11	710.0	44.3750	44.3750	2.24
srt-512	f-nar4	serial	11	15790.0	1754.4444	1754.4444	2.24
srt-512	f-nar4	firstbyte	11	930.0	103.3333	103.3333	2.24
srt-512	f-nar4	trie	11	350.0	38.8889	38.8889	2.24
srt-512	f-nar4	hash2	11	260.0	28.8889	28.8889	2.24
srt-512	f-nar4	hash4	11	1780.0	197.7778	197.7778	2.24
srt-512	f-nar4	vm	11	330.0	36.6667	36.6667	2.24
srt-512	f-w0	serial	11	20000.0	1666.6667	1666.6667	2.24
srt-512	f-w0	firstbyte	11	1060.0	88.3333	88.3333	2.24
srt-512	f-w0	trie	11	490.0	40.8333	40.8333	2.24
srt-512	f-w0	hash2	11	350.0	29.1667	29.1667	2.24
srt-512	f-w0	hash4	11	2410.0	200.8333	200.8333	2.24
srt-512	f-w0	vm	11	490.0	40.8333	40.8333	2.24
srt-512	f-s4095	serial	11	6180.0	1545.0000	1545.0000	2.24
srt-512	f-s4095	firstbyte	11	340.0	85.0000	85.0000	2.24
srt-512	f-s4095	trie	11	150.0	37.5000	37.5000	2.24
srt-512	f-s4095	hash2	11	100.0	25.0000	25.0000	2.24
srt-512	f-s4095	hash4	11	790.0	197.5000	197.5000	2.24
srt-512	f-s4095	vm	11	160.0	40.0000	40.0000	2.24
srt-512	f-s0	serial	11	6200.0	1550.0000	1550.0000	2.24
srt-512	f-s0	firstbyte	11	390.0	97.5000	97.5000	2.24
srt-512	f-s0	trie	11	150.0	37.5000	37.5000	2.24
srt-512	f-s0	hash2	11	100.0	25.0000	25.0000	2.24
srt-512	f-s0	hash4	11	870.0	217.5000	217.5000	2.24
srt-512	f-s0	vm	11	150.0	37.5000	37.5000	2.24
srt-512	t-128k-clean	serial	11	184602690.0	1408.4068	1408.4068	2.24
srt-512	t-128k-clean	firstbyte	11	10335812.0	78.8560	78.8560	2.24
srt-512	t-128k-clean	trie	11	5291073.0	40.3677	40.3677	2.24
srt-512	t-128k-clean	hash2	11	3906233.0	29.8022	29.8022	2.24
srt-512	t-128k-clean	hash4	11	26323130.0	200.8295	200.8295	2.24
srt-512	t-128k-clean	vm	11	5190902.0	39.6034	39.6034	2.24
srt-512	f-w511	serial	11	9860.0	1643.3333	1643.3333	2.24
srt-512	f-w511	firstbyte	11	580.0	96.6667	96.6667	2.24
srt-512	f-w511	trie	11	260.0	43.3333	43.3333	2.24
srt-512	f-w511	hash2	11	170.0	28.3333	28.3333	2.24
srt-512	f-w511	hash4	11	1220.0	203.3333	203.3333	2.24
srt-512	f-w511	vm	11	230.0	38.3333	38.3333	2.24
srt-512	f-prefix	serial	11	19180.0	1743.6364	1743.6364	2.24
srt-512	f-prefix	firstbyte	11	980.0	89.0909	89.0909	2.24
srt-512	f-prefix	trie	11	540.0	49.0909	49.0909	2.24
srt-512	f-prefix	hash2	11	300.0	27.2727	27.2727	2.24
srt-512	f-prefix	hash4	11	2210.0	200.9091	200.9091	2.24
srt-512	f-prefix	vm	11	500.0	45.4545	45.4545	2.24
srt-512	f-w2047	serial	11	13700.0	1712.5000	1712.5000	2.24
srt-512	f-w2047	firstbyte	11	770.0	96.2500	96.2500	2.24
srt-512	f-w2047	trie	11	350.0	43.7500	43.7500	2.24
srt-512	f-w2047	hash2	11	190.0	23.7500	23.7500	2.24
srt-512	f-w2047	hash4	11	1690.0	211.2500	211.2500	2.24
srt-512	f-w2047	vm	11	350.0	43.7500	43.7500	2.24
srt-512	f-w7	serial	11	5780.0	1445.0000	1445.0000	2.24
srt-512	f-w7	firstbyte	11	380.0	95.0000	95.0000	2.24
srt-512	f-w7	trie	11	180.0	45.0000	45.0000	2.24
srt-512	f-w7	hash2	11	110.0	27.5000	27.5000	2.24
srt-512	f-w7	hash4	11	790.0	197.5000	197.5000	2.24
srt-512	f-w7	vm	11	180.0	45.0000	45.0000	2.24
srt-512	t-512k-sparse	serial	11	739522477.0	1410.5272	1410.5272	2.28
srt-512	t-512k-sparse	firstbyte	11	41206620.0	78.5954	78.5954	2.28
srt-512	t-512k-sparse	trie	11	21161838.0	40.3630	40.3630	2.28
srt-512	t-512k-sparse	hash2	11	15587015.0	29.7299	29.7299	2.28
srt-512	t-512k-sparse	hash4	11	104943906.0	200.1646	200.1646	2.18
srt-512	t-512k-sparse	vm	11	20777186.0	39.6293	39.6293	2.18
srt-512	t-128k-dense	serial	11	183780485.0	1402.1338	1402.1338	2.18
srt-512	t-128k-dense	firstbyte	11	10384513.0	79.2275	79.2275	2.18
srt-512	t-128k-dense	trie	11	5329393.0	40.6600	40.6600	2.18
srt-512	t-128k-dense	hash2	11	3920073.0	29.9078	29.9078	2.18
srt-512	t-128k-dense	hash4	11	26279829.0	200.4992	200.4992	2.18
srt-512	t-128k-dense	vm	11	5246952.0	40.0311	40.0311	2.18
srt-512	f-sh1	serial	11	8040.0	1608.0000	1608.0000	2.18
srt-512	f-sh1	firstbyte	11	470.0	94.0000	94.0000	2.18
srt-512	f-sh1	trie	11	220.0	44.0000	44.0000	2.18
srt-512	f-sh1	hash2	11	120.0	24.0000	24.0000	2.18
srt-512	f-sh1	hash4	11	1010.0	202.0000	202.0000	2.18
srt-512	f-sh1	vm	11	200.0	40.0000	40.0000	2.18
srt-512	f-glued	serial	11	29120.0	1617.7778	1617.7778	2.18
srt-512	f-glued	firstbyte	11	1540.0	85.5556	85.5556	2.18
srt-512	f-glued	trie	11	850.0	47.2222	47.2222	2.18
srt-512	f-glued	hash2	11	500.0	27.7778	27.7778	2.18
srt-512	f-glued	hash4	11	3630.0	201.6667	201.6667	2.18
srt-512	f-glued	vm	11	800.0	44.4444	44.4444	2.18
srt-512	f-w255	serial	11	10850.0	1550.0000	1550.0000	2.18
srt-512	f-w255	firstbyte	11	700.0	100.0000	100.0000	2.18
srt-512	f-w255	trie	11	320.0	45.7143	45.7143	2.18
srt-512	f-w255	hash2	11	210.0	30.0000	30.0000	2.18
srt-512	f-w255	hash4	11	1490.0	212.8571	212.8571	2.18
srt-512	f-w255	vm	11	340.0	48.5714	48.5714	2.18
srt-512	f-pfx3	serial	11	13670.0	1708.7500	1708.7500	2.18
srt-512	f-pfx3	firstbyte	11	750.0	93.7500	93.7500	2.18
srt-512	f-pfx3	trie	11	380.0	47.5000	47.5000	2.18
srt-512	f-pfx3	hash2	11	220.0	27.5000	27.5000	2.18
