pattern	subject	algo	positions	total_tries	tries_per_byte	total_verify_bytes	verify_bytes_per_byte	total_frames	frames_per_byte	max_deferred
w-384	f-w7	firstbyte	4	58	14.5000	94	23.5000	0	0.0000	0
w-384	f-w7	trie	4	73	18.2500	9	2.2500	0	0.0000	0
w-384	f-w7	hash2	4	7	1.7500	2	0.5000	0	0.0000	0
w-384	f-w7	hash4	4	171	42.7500	171	42.7500	0	0.0000	0
w-384	f-w7	vm	4	73	18.2500	9	2.2500	1	0.2500	0
w-384	t-512k-sparse	serial	524288	201323044	383.9932	207563876	395.8967	0	0.0000	0
w-384	t-512k-sparse	firstbyte	524288	6036395	11.5135	12277227	23.4170	0	0.0000	0
w-384	t-512k-sparse	trie	524288	12594533	24.0222	1094696	2.0880	0	0.0000	0
w-384	t-512k-sparse	hash2	524288	1291678	2.4637	204449	0.3900	0	0.0000	0
w-384	t-512k-sparse	hash4	524288	23079842	44.0213	22699571	43.2960	0	0.0000	0
w-384	t-512k-sparse	vm	524288	12594533	24.0222	1094696	2.0880	12	0.0000	0
w-384	t-128k-dense	serial	131072	50274880	383.5669	51854238	395.6164	0	0.0000	0
w-384	t-128k-dense	firstbyte	131072	1526893	11.6493	3106251	23.6988	0	0.0000	0
w-384	t-128k-dense	trie	131072	3139933	23.9558	275782	2.1040	0	0.0000	0
w-384	t-128k-dense	hash2	131072	323156	2.4655	52473	0.4003	0	0.0000	0
w-384	t-128k-dense	hash4	131072	5770142	44.0227	5677427	43.3153	0	0.0000	0
w-384	t-128k-dense	vm	131072	3139933	23.9558	275782	2.1040	192	0.0015	0
w-384	f-sh1	serial	5	1920	384.0000	1986	397.2000	0	0.0000	0
w-384	f-sh1	firstbyte	5	83	16.6000	149	29.8000	0	0.0000	0
w-384	f-sh1	trie	5	121	24.2000	10	2.0000	0	0.0000	0
w-384	f-sh1	hash2	5	9	1.8000	1	0.2000	0	0.0000	0
w-384	f-sh1	hash4	5	214	42.8000	217	43.4000	0	0.0000	0
w-384	f-sh1	vm	5	121	24.2000	10	2.0000	0	0.0000	0
w-384	f-glued	serial	18	6529	362.7222	6775	376.3889	0	0.0000	0
w-384	f-glued	firstbyte	18	240	13.3333	486	27.0000	0	0.0000	0
w-384	f-glued	trie	18	311	17.2778	54	3.0000	0	0.0000	0
w-384	f-glued	hash2	18	45	2.5000	20	1.1111	0	0.0000	0
w-384	f-glued	hash4	18	788	43.7778	790	43.8889	0	0.0000	0
w-384	f-glued	vm	18	311	17.2778	54	3.0000	1	0.0556	0
w-384	f-w255	serial	7	2560	365.7143	2658	379.7143	0	0.0000	0
w-384	f-w255	firstbyte	7	104	14.8571	202	28.8571	0	0.0000	0
w-384	f-w255	trie	7	117	16.7143	22	3.1429	0	0.0000	0
w-384	f-w255	hash2	7	18	2.5714	11	1.5714	0	0.0000	0
w-384	f-w255	hash4	7	303	43.2857	309	44.1429	0	0.0000	0
w-384	f-w255	vm	7	117	16.7143	22	3.1429	1	0.1429	0
w-384	f-pfx3	serial	8	3072	384.0000	3183	397.8750	0	0.0000	0
w-384	f-pfx3	firstbyte	8	122	15.2500	233	29.1250	0	0.0000	0
w-384	f-pfx3	trie	8	157	19.6250	20	2.5000	0	0.0000	0
w-384	f-pfx3	hash2	8	20	2.5000	5	0.6250	0	0.0000	0
w-384	f-pfx3	hash4	8	346	43.2500	347	43.3750	0	0.0000	0
w-384	f-pfx3	vm	8	157	19.6250	20	2.5000	0	0.0000	0
w-384	t-128k-sparse	serial	131072	50330761	383.9932	51887347	395.8690	0	0.0000	0
w-384	t-128k-sparse	firstbyte	131072	1505664	11.4873	3062250	23.3631	0	0.0000	0
w-384	t-128k-sparse	trie	131072	3147823	24.0160	273282	2.0850	0	0.0000	0
w-384	t-128k-sparse	hash2	131072	322767	2.4625	50938	0.3886	0	0.0000	0
w-384	t-128k-sparse	hash4	131072	5769878	44.0207	5674748	43.2949	0	0.0000	0
w-384	t-128k-sparse	vm	131072	3147823	24.0160	273282	2.0850	3	0.0000	0
w-384	f-bg	serial	8	3072	384.0000	3178	397.2500	0	0.0000	0
w-384	f-bg	firstbyte	8	115	14.3750	221	27.6250	0	0.0000	0
w-384	f-bg	trie	8	119	14.8750	19	2.3750	0	0.0000	0
w-384	f-bg	hash2	8	20	2.5000	7	0.8750	0	0.0000	0
w-384	f-bg	hash4	8	347	43.3750	349	43.6250	0	0.0000	0
w-384	f-bg	vm	8	119	14.8750	19	2.3750	0	0.0000	0
w-384	f-upper	serial	12	4608	384.0000	4608	384.0000	0	0.0000	0
w-384	f-upper	firstbyte	12	0	0.0000	0	0.0000	0	0.0000	0
w-384	f-upper	trie	12	312	26.0000	12	1.0000	0	0.0000	0
w-384	f-upper	hash2	12	22	1.8333	0	0.0000	0	0.0000	0
w-384	f-upper	hash4	12	522	43.5000	504	42.0000	0	0.0000	0
w-384	f-upper	vm	12	312	26.0000	12	1.0000	0	0.0000	0
w-384	f-near	serial	12	4608	384.0000	4776	398.0000	0	0.0000	0
w-384	f-near	firstbyte	12	168	14.0000	336	28.0000	0	0.0000	0
w-384	f-near	trie	12	217	18.0833	38	3.1667	0	0.0000	0
w-384	f-near	hash2	12	29	2.4167	16	1.3333	0	0.0000	0
w-384	f-near	hash4	12	523	43.5833	526	43.8333	0	0.0000	0
w-384	f-near	vm	12	217	18.0833	38	3.1667	0	0.0000	0
w-384	f-sfx	serial	9	3456	384.0000	3580	397.7778	0	0.0000	0
w-384	f-sfx	firstbyte	9	132	14.6667	256	28.4444	0	0.0000	0
w-384	f-sfx	trie	9	202	22.4444	19	2.1111	0	0.0000	0
w-384	f-sfx	hash2	9	20	2.2222	2	0.2222	0	0.0000	0
w-384	f-sfx	hash4	9	391	43.4444	390	43.3333	0	0.0000	0
w-384	f-sfx	vm	9	202	22.4444	19	2.1111	0	0.0000	0
s-256	f-cnt2	serial	16	4096	256.0000	4263	266.4375	0	0.0000	0
s-256	f-cnt2	firstbyte	16	173	10.8125	340	21.2500	0	0.0000	0
s-256	f-cnt2	trie	16	325	20.3125	36	2.2500	0	0.0000	0
s-256	f-cnt2	hash2	16	36	2.2500	6	0.3750	0	0.0000	0
s-256	f-cnt2	hash4	16	298	18.6250	287	17.9375	0	0.0000	0
s-256	f-cnt2	vm	16	325	20.3125	36	2.2500	0	0.0000	0
s-256	f-nar4	serial	9	2304	256.0000	2394	266.0000	0	0.0000	0
s-256	f-nar4	firstbyte	9	91	10.1111	181	20.1111	0	0.0000	0
s-256	f-nar4	trie	9	202	22.4444	21	2.3333	0	0.0000	0
s-256	f-nar4	hash2	9	21	2.3333	5	0.5556	0	0.0000	0
s-256	f-nar4	hash4	9	165	18.3333	161	17.8889	0	0.0000	0
s-256	f-nar4	vm	9	202	22.4444	21	2.3333	0	0.0000	0
s-256	f-w0	serial	12	3072	256.0000	3191	265.9167	0	0.0000	0
s-256	f-w0	firstbyte	12	136	11.3333	255	21.2500	0	0.0000	0
s-256	f-w0	trie	12	223	18.5833	27	2.2500	0	0.0000	0
s-256	f-w0	hash2	12	26	2.1667	4	0.3333	0	0.0000	0
s-256	f-w0	hash4	12	222	18.5000	215	17.9167	0	0.0000	0
s-256	f-w0	vm	12	223	18.5833	27	2.2500	0	0.0000	0
s-256	f-s4095	serial	4	1024	256.0000	1054	263.5000	0	0.0000	0
s-256	f-s4095	firstbyte	4	36	9.0000	66	16.5000	0	0.0000	0
s-256	f-s4095	trie	4	69	17.2500	8	2.0000	0	0.0000	0
s-256	f-s4095	hash2	4	7	1.7500	1	0.2500	0	0.0000	0
s-256	f-s4095	hash4	4	70	17.5000	69	17.2500	0	0.0000	0
s-256	f-s4095	vm	4	69	17.2500	8	2.0000	0	0.0000	0
s-256	f-s0	serial	4	769	192.2500	791	197.7500	0	0.0000	0
s-256	f-s0	firstbyte	4	40	10.0000	62	15.5000	0	0.0000	0
s-256	f-s0	trie	4	38	9.5000	10	2.5000	0	0.0000	0
s-256	f-s0	hash2	4	8	2.0000	3	0.7500	0	0.0000	0
s-256	f-s0	hash4	4	71	17.7500	68	17.0000	0	0.0000	0
s-256	f-s0	vm	4	38	9.5000	10	2.5000	1	0.2500	0
s-256	t-128k-clean	serial	131072	33554432	256.0000	34591147	263.9095	0	0.0000	0
s-256	t-128k-clean	firstbyte	131072	1002743	7.6503	2039458	15.5598	0	0.0000	0
s-256	t-128k-clean	trie	131072	2876994	21.9497	260757	1.9894	0	0.0000	0
s-256	t-128k-clean	hash2	131072	301234	2.2982	33988	0.2593	0	0.0000	0
s-256	t-128k-clean	hash4	131072	2494374	19.0306	2297101	17.5255	0	0.0000	0
s-256	t-128k-clean	vm	131072	2876994	21.9497	260757	1.9894	0	0.0000	0
s-256	f-w511	serial	6	1536	256.0000	1581	263.5000	0	0.0000	0
s-256	f-w511	firstbyte	6	57	9.5000	102	17.0000	0	0.0000	0
s-256	f-w511	trie	6	133	22.1667	11	1.8333	0	0.0000	0
s-256	f-w511	hash2	6	10	1.6667	0	0.0000	0	0.0000	0
s-256	f-w511	hash4	6	108	18.0000	104	17.3333	0	0.0000	0
s-256	f-w511	vm	6	133	22.1667	11	1.8333	0	0.0000	0
s-256	f-prefix	serial	11	2816	256.0000	2929	266.2727	0	0.0000	0
s-256	f-prefix	firstbyte	11	115	10.4545	228	20.7273	0	0.0000	0
s-256	f-prefix	trie	11	212	19.2727	25	2.2727	0	0.0000	0
s-256	f-prefix	hash2	11	24	2.1818	4	0.3636	0	0.0000	0
s-256	f-prefix	hash4	11	203	18.4545	198	18.0000	0	0.0000	0
s-256	f-prefix	vm	11	212	19.2727	25	2.2727	0	0.0000	0
s-256	f-w2047	serial	8	2048	256.0000	2117	264.6250	0	0.0000	0
s-256	f-w2047	firstbyte	8	81	10.1250	150	18.7500	0	0.0000	0
s-256	f-w2047	trie	8	132	16.5000	16	2.0000	0	0.0000	0
s-256	f-w2047	hash2	8	15	1.8750	1	0.1250	0	0.0000	0
s-256	f-w2047	hash4	8	146	18.2500	138	17.2500	0	0.0000	0
s-256	f-w2047	vm	8	132	16.5000	16	2.0000	0	0.0000	0
s-256	f-w7	serial	4	1024	256.0000	1057	264.2500	0	0.0000	0
s-256	f-w7	firstbyte	4	40	10.0000	73	18.2500	0	0.0000	0
s-256	f-w7	trie	4	93	23.2500	7	1.7500	0	0.0000	0
s-256	f-w7	hash2	4	6	1.5000	0	0.0000	0	0.0000	0
s-256	f-w7	hash4	4	70	17.5000	70	17.5000	0	0.0000	0
s-256	f-w7	vm	4	93	23.2500	7	1.7500	0	0.0000	0
s-256	t-512k-sparse	serial	524288	134216708	255.9981	138373150	263.9258	0	0.0000	0
s-256	t-512k-sparse	firstbyte	524288	4019635	7.6668	8176077	15.5946	0	0.0000	0
s-256	t-512k-sparse	trie	524288	11493383	21.9219	1044357	1.9920	0	0.0000	0
s-256	t-512k-sparse	hash2	524288	1204617	2.2976	136813	0.2610	0	0.0000	0
s-256	t-512k-sparse	hash4	524288	9977379	19.0303	9187472	17.5237	0	0.0000	0
s-256	t-512k-sparse	vm	524288	11493383	21.9219	1044357	1.9920	4	0.0000	0
s-256	t-128k-dense	serial	131072	33538112	255.8755	34587196	263.8794	0	0.0000	0
s-256	t-128k-dense	firstbyte	131072	1014524	7.7402	2063608	15.7441	0	0.0000	0
s-256	t-128k-dense	trie	131072	2865126	21.8592	262319	2.0013	0	0.0000	0
s-256	t-128k-dense	hash2	131072	301032	2.2967	34571	0.2638	0	0.0000	0
s-256	t-128k-dense	hash4	131072	2494406	19.0308	2297644	17.5296	0	0.0000	0
s-256	t-128k-dense	vm	131072	2865126	21.8592	262319	2.0013	64	0.0005	0
s-256	f-sh1	serial	5	1280	256.0000	1319	263.8000	0	0.0000	0
s-256	f-sh1	firstbyte	5	46	9.2000	85	17.0000	0	0.0000	0
s-256	f-sh1	trie	5	56	11.2000	9	1.8000	0	0.0000	0
s-256	f-sh1	hash2	5	8	1.6000	0	0.0000	0	0.0000	0
s-256	f-sh1	hash4	5	89	17.8000	85	17.0000	0	0.0000	0
s-256	f-sh1	vm	5	56	11.2000	9	1.8000	0	0.0000	0
s-256	f-glued	serial	18	4608	256.0000	4816	267.5556	0	0.0000	0
s-256	f-glued	firstbyte	18	208	11.5556	416	23.1111	0	0.0000	0
s-256	f-glued	trie	18	317	17.6111	43	2.3889	0	0.0000	0
s-256	f-glued	hash2	18	42	2.3333	8	0.4444	0	0.0000	0
s-256	f-glued	hash4	18	336	18.6667	328	18.2222	0	0.0000	0
s-256	f-glued	vm	18	317	17.6111	43	2.3889	0	0.0000	0
s-256	f-w255	serial	7	1792	256.0000	1844	263.4286	0	0.0000	0
s-256	f-w255	firstbyte	7	55	7.8571	107	15.2857	0	0.0000	0
s-256	f-w255	trie	7	146	20.8571	13	1.8571	0	0.0000	0
s-256	f-w255	hash2	7	12	1.7143	0	0.0000	0	0.0000	0
s-256	f-w255	hash4	7	127	18.1429	123	17.5714	0	0.0000	0
s-256	f-w255	vm	7	146	20.8571	13	1.8571	0	0.0000	0
s-256	f-pfx3	serial	8	2048	256.0000	2125	265.6250	0	0.0000	0
s-256	f-pfx3	firstbyte	8	86	10.7500	163	20.3750	0	0.0000	0
s-256	f-pfx3	trie	8	126	15.7500	19	2.3750	0	0.0000	0
s-256	f-pfx3	hash2	8	18	2.2500	4	0.5000	0	0.0000	0
s-256	f-pfx3	hash4	8	146	18.2500	140	17.5000	0	0.0000	0
s-256	f-pfx3	vm	8	126	15.7500	19	2.3750	0	0.0000	0
s-256	t-128k-sparse	serial	131072	33554177	255.9981	34590549	263.9049	0	0.0000	0
s-256	t-128k-sparse	firstbyte	131072	1002362	7.6474	2038734	15.5543	0	0.0000	0
s-256	t-128k-sparse	trie	131072	2876669	21.9472	260667	1.9887	0	0.0000	0
s-256	t-128k-sparse	hash2	131072	300899	2.2957	34020	0.2596	0	0.0000	0
s-256	t-128k-sparse	hash4	131072	2494436	19.0310	2296961	17.5244	0	0.0000	0
s-256	t-128k-sparse	vm	131072	2876669	21.9472	260667	1.9887	1	0.0000	0
s-256	f-bg	serial	8	2048	256.0000	2134	266.7500	0	0.0000	0
s-256	f-bg	firstbyte	8	93	11.6250	179	22.3750	0	0.0000	0
s-256	f-bg	trie	8	174	21.7500	18	2.2500	0	0.0000	0
s-256	f-bg	hash2	8	17	2.1250	3	0.3750	0	0.0000	0
s-256	f-bg	hash4	8	146	18.2500	151	18.8750	0	0.0000	0
s-256	f-bg	vm	8	174	21.7500	18	2.2500	0	0.0000	0
s-256	f-upper	serial	12	3072	256.0000	3072	256.0000	0	0.0000	0
s-256	f-upper	firstbyte	12	0	0.0000	0	0.0000	0	0.0000	0
s-256	f-upper	trie	12	312	26.0000	12	1.0000	0	0.0000	0
s-256	f-upper	hash2	12	22	1.8333	0	0.0000	0	0.0000	0
s-256	f-upper	hash4	12	222	18.5000	204	17.0000	0	0.0000	0
s-256	f-upper	vm	12	312	26.0000	12	1.0000	0	0.0000	0
s-256	f-near	serial	12	3072	256.0000	3191	265.9167	0	0.0000	0
s-256	f-near	firstbyte	12	122	10.1667	241	20.0833	0	0.0000	0
s-256	f-near	trie	12	229	19.0833	27	2.2500	0	0.0000	0
s-256	f-near	hash2	12	26	2.1667	4	0.3333	0	0.0000	0
s-256	f-near	hash4	12	222	18.5000	215	17.9167	0	0.0000	0
s-256	f-near	vm	12	229	19.0833	27	2.2500	0	0.0000	0
s-256	f-sfx	serial	9	2304	256.0000	2396	266.2222	0	0.0000	0
s-256	f-sfx	firstbyte	9	97	10.7778	189	21.0000	0	0.0000	0
s-256	f-sfx	trie	9	161	17.8889	19	2.1111	0	0.0000	0
s-256	f-sfx	hash2	9	21	2.3333	3	0.3333	0	0.0000	0
s-256	f-sfx	hash4	9	165	18.3333	161	17.8889	0	0.0000	0
s-256	f-sfx	vm	9	161	17.8889	19	2.1111	0	0.0000	0
w-96	f-cnt2	serial	16	1347	84.1875	1415	88.4375	0	0.0000	0
w-96	f-cnt2	firstbyte	16	54	3.3750	122	7.6250	0	0.0000	0
w-96	f-cnt2	trie	16	222	13.8750	47	2.9375	0	0.0000	0
w-96	f-cnt2	hash2	16	36	2.2500	16	1.0000	0	0.0000	0
w-96	f-cnt2	hash4	16	204	12.7500	189	11.8125	0	0.0000	0
w-96	f-cnt2	vm	16	222	13.8750	47	2.9375	2	0.1250	0
w-96	f-nar4	serial	9	864	96.0000	894	99.3333	0	0.0000	0
w-96	f-nar4	firstbyte	9	29	3.2222	59	6.5556	0	0.0000	0
w-96	f-nar4	trie	9	166	18.4444	18	2.0000	0	0.0000	0
w-96	f-nar4	hash2	9	19	2.1111	3	0.3333	0	0.0000	0
w-96	f-nar4	hash4	9	111	12.3333	104	11.5556	0	0.0000	0
w-96	f-nar4	vm	9	166	18.4444	18	2.0000	0	0.0000	0
w-96	f-w0	serial	12	1057	88.0833	1111	92.5833	0	0.0000	0
w-96	f-w0	firstbyte	12	46	3.8333	100	8.3333	0	0.0000	0
w-96	f-w0	trie	12	161	13.4167	36	3.0000	0	0.0000	0
w-96	f-w0	hash2	12	27	2.2500	13	1.0833	0	0.0000	0
w-96	f-w0	hash4	12	151	12.5833	143	11.9167	0	0.0000	0
w-96	f-w0	vm	12	161	13.4167	36	3.0000	1	0.0833	0
w-96	f-s4095	serial	4	384	96.0000	399	99.7500	0	0.0000	0
w-96	f-s4095	firstbyte	4	19	4.7500	34	8.5000	0	0.0000	0
w-96	f-s4095	trie	4	42	10.5000	7	1.7500	0	0.0000	0
w-96	f-s4095	hash2	4	8	2.0000	0	0.0000	0	0.0000	0
w-96	f-s4095	hash4	4	46	11.5000	45	11.2500	0	0.0000	0
w-96	f-s4095	vm	4	42	10.5000	7	1.7500	0	0.0000	0
w-96	f-s0	serial	4	384	96.0000	404	101.0000	0	0.0000	0
w-96	f-s0	firstbyte	4	25	6.2500	45	11.2500	0	0.0000	0
w-96	f-s0	trie	4	49	12.2500	7	1.7500	0	0.0000	0
w-96	f-s0	hash2	4	7	1.7500	0	0.0000	0	0.0000	0
w-96	f-s0	hash4	4	46	11.5000	47	11.7500	0	0.0000	0
w-96	f-s0	vm	4	49	12.2500	7	1.7500	0	0.0000	0
w-96	t-128k-clean	serial	131072	12582912	96.0000	12971336	98.9634	0	0.0000	0
w-96	t-128k-clean	firstbyte	131072	376019	2.8688	764443	5.8322	0	0.0000	0
w-96	t-128k-clean	trie	131072	2436641	18.5901	240409	1.8342	0	0.0000	0
w-96	t-128k-clean	hash2	131072	278050	2.1214	12412	0.0947	0	0.0000	0
w-96	t-128k-clean	hash4	131072	1706596	13.0203	1486234	11.3391	0	0.0000	0
w-96	t-128k-clean	vm	131072	2436641	18.5901	240409	1.8342	0	0.0000	0
w-96	f-w511	serial	6	576	96.0000	593	98.8333	0	0.0000	0
w-96	f-w511	firstbyte	6	25	4.1667	42	7.0000	0	0.0000	0
w-96	f-w511	trie	6	89	14.8333	11	1.8333	0	0.0000	0
w-96	f-w511	hash2	6	10	1.6667	0	0.0000	0	0.0000	0
w-96	f-w511	hash4	6	72	12.0000	67	11.1667	0	0.0000	0
w-96	f-w511	vm	6	89	14.8333	11	1.8333	0	0.0000	0
w-96	f-prefix	serial	11	1056	96.0000	1109	100.8182	0	0.0000	0
w-96	f-prefix	firstbyte	11	43	3.9091	96	8.7273	0	0.0000	0
w-96	f-prefix	trie	11	149	13.5455	33	3.0000	0	0.0000	0
w-96	f-prefix	hash2	11	24	2.1818	12	1.0909	0	0.0000	0
w-96	f-prefix	hash4	11	138	12.5455	131	11.9091	0	0.0000	0
w-96	f-prefix	vm	11	149	13.5455	33	3.0000	0	0.0000	0
w-96	f-w2047	serial	8	768	96.0000	800	100.0000	0	0.0000	0
w-96	f-w2047	firstbyte	8	34	4.2500	66	8.2500	0	0.0000	0
w-96	f-w2047	trie	8	136	17.0000	15	1.8750	0	0.0000	0
w-96	f-w2047	hash2	8	14	1.7500	0	0.0000	0	0.0000	0
w-96	f-w2047	hash4	8	98	12.2500	93	11.6250	0	0.0000	0
w-96	f-w2047	vm	8	136	17.0000	15	1.8750	0	0.0000	0
w-96	f-w7	serial	4	296	74.0000	304	76.0000	0	0.0000	0
w-96	f-w7	firstbyte	4	10	2.5000	18	4.5000	0	0.0000	0
w-96	f-w7	trie	4	53	13.2500	9	2.2500	0	0.0000	0
w-96	f-w7	hash2	4	7	1.7500	2	0.5000	0	0.0000	0
w-96	f-w7	hash4	4	47	11.7500	45	11.2500	0	0.0000	0
w-96	f-w7	vm	4	53	13.2500	9	2.2500	1	0.2500	0
w-96	t-512k-sparse	serial	524288	50330916	95.9986	51887241	98.9671	0	0.0000	0
w-96	t-512k-sparse	firstbyte	524288	1505752	2.8720	3062077	5.8404	0	0.0000	0
w-96	t-512k-sparse	trie	524288	9747705	18.5923	963361	1.8375	0	0.0000	0
w-96	t-512k-sparse	hash2	524288	1113183	2.1232	50575	0.0965	0	0.0000	0
w-96	t-512k-sparse	hash4	524288	6826665	13.0208	5945033	11.3393	0	0.0000	0
w-96	t-512k-sparse	vm	524288	9747705	18.5923	963361	1.8375	8	0.0000	0
w-96	t-128k-dense	serial	131072	12571200	95.9106	12967487	98.9341	0	0.0000	0
w-96	t-128k-dense	firstbyte	131072	382476	2.9181	778763	5.9415	0	0.0000	0
w-96	t-128k-dense	trie	131072	2423212	18.4876	243041	1.8543	0	0.0000	0
w-96	t-128k-dense	hash2	131072	278816	2.1272	13814	0.1054	0	0.0000	0
w-96	t-128k-dense	hash4	131072	1706707	13.0211	1487653	11.3499	0	0.0000	0
w-96	t-128k-dense	vm	131072	2423212	18.4876	243041	1.8543	128	0.0010	0
w-96	f-sh1	serial	5	480	96.0000	500	100.0000	0	0.0000	0
w-96	f-sh1	firstbyte	5	23	4.6000	43	8.6000	0	0.0000	0
w-96	f-sh1	trie	5	97	19.4000	10	2.0000	0	0.0000	0
w-96	f-sh1	hash2	5	9	1.8000	1	0.2000	0	0.0000	0
w-96	f-sh1	hash4	5	59	11.8000	55	11.0000	0	0.0000	0
w-96	f-sh1	vm	5	97	19.4000	10	2.0000	0	0.0000	0
w-96	f-glued	serial	18	1633	90.7222	1716	95.3333	0	0.0000	0
w-96	f-glued	firstbyte	18	70	3.8889	153	8.5000	0	0.0000	0
w-96	f-glued	trie	18	243	13.5000	51	2.8333	0	0.0000	0
w-96	f-glued	hash2	18	41	2.2778	16	0.8889	0	0.0000	0
w-96	f-glued	hash4	18	230	12.7778	211	11.7222	0	0.0000	0
w-96	f-glued	vm	18	243	13.5000	51	2.8333	1	0.0556	0
w-96	f-w255	serial	7	672	96.0000	701	100.1429	0	0.0000	0
w-96	f-w255	firstbyte	7	29	4.1429	58	8.2857	0	0.0000	0
w-96	f-w255	trie	7	87	12.4286	16	2.2857	0	0.0000	0
w-96	f-w255	hash2	7	14	2.0000	3	0.4286	0	0.0000	0
w-96	f-w255	hash4	7	85	12.1429	81	11.5714	0	0.0000	0
w-96	f-w255	vm	7	87	12.4286	16	2.2857	0	0.0000	0
w-96	f-pfx3	serial	8	768	96.0000	793	99.1250	0	0.0000	0
w-96	f-pfx3	firstbyte	8	26	3.2500	51	6.3750	0	0.0000	0
w-96	f-pfx3	trie	8	112	14.0000	16	2.0000	0	0.0000	0
w-96	f-pfx3	hash2	8	16	2.0000	1	0.1250	0	0.0000	0
w-96	f-pfx3	hash4	8	98	12.2500	92	11.5000	0	0.0000	0
w-96	f-pfx3	vm	8	112	14.0000	16	2.0000	0	0.0000	0
w-96	t-128k-sparse	serial	131072	12582729	95.9986	12970945	98.9605	0	0.0000	0
w-96	t-128k-sparse	firstbyte	131072	375437	2.8644	763653	5.8262	0	0.0000	0
w-96	t-128k-sparse	trie	131072	2439198	18.6096	240688	1.8363	0	0.0000	0
w-96	t-128k-sparse	hash2	131072	278500	2.1248	12785	0.0975	0	0.0000	0
w-96	t-128k-sparse	hash4	131072	1706621	13.0205	1486062	11.3378	0	0.0000	0
w-96	t-128k-sparse	vm	131072	2439198	18.6096	240688	1.8363	2	0.0000	0
w-96	f-bg	serial	8	768	96.0000	811	101.3750	0	0.0000	0
w-96	f-bg	firstbyte	8	46	5.7500	89	11.1250	0	0.0000	0
w-96	f-bg	trie	8	91	11.3750	18	2.2500	0	0.0000	0
w-96	f-bg	hash2	8	16	2.0000	3	0.3750	0	0.0000	0
w-96	f-bg	hash4	8	99	12.3750	90	11.2500	0	0.0000	0
w-96	f-bg	vm	8	91	11.3750	18	2.2500	0	0.0000	0
w-96	f-upper	serial	12	1152	96.0000	1152	96.0000	0	0.0000	0
w-96	f-upper	firstbyte	12	0	0.0000	0	0.0000	0	0.0000	0
w-96	f-upper	trie	12	300	25.0000	12	1.0000	0	0.0000	0
w-96	f-upper	hash2	12	25	2.0833	0	0.0000	0	0.0000	0
w-96	f-upper	hash4	12	150	12.5000	132	11.0000	0	0.0000	0
w-96	f-upper	vm	12	300	25.0000	12	1.0000	0	0.0000	0
w-96	f-near	serial	12	1152	96.0000	1208	100.6667	0	0.0000	0
w-96	f-near	firstbyte	12	48	4.0000	104	8.6667	0	0.0000	0
w-96	f-near	trie	12	172	14.3333	36	3.0000	0	0.0000	0
w-96	f-near	hash2	12	26	2.1667	13	1.0833	0	0.0000	0
w-96	f-near	hash4	12	151	12.5833	143	11.9167	0	0.0000	0
w-96	f-near	vm	12	172	14.3333	36	3.0000	0	0.0000	0
w-96	f-sfx	serial	9	864	96.0000	900	100.0000	0	0.0000	0
w-96	f-sfx	firstbyte	9	36	4.0000	72	8.0000	0	0.0000	0
w-96	f-sfx	trie	9	154	17.1111	17	1.8889	0	0.0000	0
w-96	f-sfx	hash2	9	17	1.8889	1	0.1111	0	0.0000	0
w-96	f-sfx	hash4	9	111	12.3333	105	11.6667	0	0.0000	0
w-96	f-sfx	vm	9	154	17.1111	17	1.8889	0	0.0000	0
w-1024	f-cnt2	serial	16	14339	896.1875	14853	928.3125	0	0.0000	0
w-1024	f-cnt2	firstbyte	16	530	33.1250	1044	65.2500	0	0.0000	0
w-1024	f-cnt2	trie	16	323	20.1875	54	3.3750	0	0.0000	0
w-1024	f-cnt2	hash2	16	47	2.9375	26	1.6250	0	0.0000	0
w-1024	f-cnt2	hash4	16	1532	95.7500	1563	97.6875	0	0.0000	0
w-1024	f-cnt2	vm	16	323	20.1875	54	3.3750	2	0.1250	0
w-1024	f-nar4	serial	9	9216	1024.0000	9557	1061.8889	0	0.0000	0
w-1024	f-nar4	firstbyte	9	363	40.3333	704	78.2222	0	0.0000	0
w-1024	f-nar4	trie	9	243	27.0000	24	2.6667	0	0.0000	0
w-1024	f-nar4	hash2	9	30	3.3333	13	1.4444	0	0.0000	0
w-1024	f-nar4	hash4	9	858	95.3333	875	97.2222	0	0.0000	0
w-1024	f-nar4	vm	9	243	27.0000	24	2.6667	0	0.0000	0
w-1024	f-w0	serial	12	11265	938.7500	11671	972.5833	0	0.0000	0
w-1024	f-w0	firstbyte	12	416	34.6667	822	68.5000	0	0.0000	0
w-1024	f-w0	trie	12	235	19.5833	41	3.4167	0	0.0000	0
w-1024	f-w0	hash2	12	35	2.9167	21	1.7500	0	0.0000	0
w-1024	f-w0	hash4	12	1147	95.5833	1172	97.6667	0	0.0000	0
w-1024	f-w0	vm	12	235	19.5833	41	3.4167	1	0.0833	0
w-1024	f-s4095	serial	4	4096	1024.0000	4220	1055.0000	0	0.0000	0
w-1024	f-s4095	firstbyte	4	165	41.2500	289	72.2500	0	0.0000	0
w-1024	f-s4095	trie	4	72	18.0000	8	2.0000	0	0.0000	0
w-1024	f-s4095	hash2	4	9	2.2500	2	0.5000	0	0.0000	0
w-1024	f-s4095	hash4	4	378	94.5000	387	96.7500	0	0.0000	0
w-1024	f-s4095	vm	4	72	18.0000	8	2.0000	0	0.0000	0
